"property","title","description"
"hl7PatientArrivalMessageType","एच.एल.७. (HL7) मरीज़ आगमन संदेश प्रकार","मरीज़ के रेकॉर्ड से संबंधित अनुसूचित प्रक्रिया स्टेप्स के स्थिति को अनुसूचित (SCHEDULED) से आगमन (ARRIVED) में बदलाव सक्रीय करनेवाले एच.एल.७. (HL7) संदेश का प्रकार ।डिवाइस स्तर पे निर्दिष्ट किया गया मूल्य अधिलेखित होगा ।"
"hl7UseNullValue","एच.एल.७. (HL7) अनुपस्थित मूल्य का इस्तमाल","एच.एल.७. (HL7) संस्करण २ अनुपस्थित मूल्यों को (सेगमेंट फील्ड में |""""| इस तरह निर्दिष्ट होंगे) भेजे गए एच.एल.७. (HL7) संदेशों में अनुपस्थित या खाली तत्त्व गुणों के लिए इस्तमाल किया जाएगा यह निर्दिष्ट करता है ।दूरवर्ती एच.एल.७. (HL7) अनुप्रयोग पे तत्त्व गुणों को अस्त न करने के लिए जरूरी है ।डिवाइस स्तर पे निर्दिष्ट किया गया मूल्य अधिलेखित होगा ।"
"hl7VeterinaryUsePatientName","एच.एल.७. (HL7) पशुचिकित्सा - मरीज़ के नाम का इस्तमाल","एच.एल.७. (HL7) पी.आई.डी. (PID) फ़ील्ड्स से डाइकोम (DICOM) गुणों के मैपिंग में मरीज़ों के नामों के पशुचिकित्सक उपयोग को मजबूर करने का संकेत करता है : डाइकोम (DICOM) मरीज़ के नाम के लिए पी.आई.डी. सेगमेंट के पांचवे फील्ड (PID.5) के सिर्फ पहले २ कम्पोनेंट का उपयोग करें; अगर पी.आई.डी. सेगमेंट के पांचवे फील्ड (PID.5) में सिर्फ १ कम्पोनेंट हो तो उसे दिए गए नाम में इस्तमाल करें, और पी.आई.डी. सेगमेंट के नौवे फील्ड (PID.9) के पहले कम्पोनेंट को उपनाम में इस्तमाल करें ।डिवाइस स्तर पे निर्दिष्ट किया गया मूल्य अधिलेखित होगा ।"
"hl7OrderMissingStudyIUIDPolicy","एच.एल.७. (HL7) ऑर्डर - अनुपस्थित स्टडी दृष्टांत यू.आई.डी. (UID) नीति","आने वाले एच.एल.७. (HL7) ऑर्डर संदेशों में अनुपस्थित स्टडी दृष्टांत यू.आई.डी. (UID) के नीति को निर्दिष्ट करता है ।डिवाइस स्तर पे निर्दिष्ट किया गया मूल्य अधिलेखित होगा ।"
"hl7ImportReportMissingStudyIUIDPolicy","एच.एल.७. (HL7) आयातित रिपोर्ट अनुपस्थित स्टडी दृष्टांत यू.आई.डी. (UID) नीति","आने वाले एच.एल.७. (HL7) आयातित रिपोर्ट (ORU) संदेशों में अनुपस्थित स्टडी दृष्टांत यू.आई.डी. (UID) के नीति को निर्दिष्ट करता है ।डिवाइस स्तर पे निर्दिष्ट किया गया मूल्य अधिलेखित होगा ।"
"hl7ReferredMergedPatientPolicy","एच.एल.७. (HL7) संदर्भित विलीन संविलीन मरीज़ नीति","आने वाले एच.एल.७. (HL7) संदेशों पर नीति को निर्दिष्ट करता है जो पहले से मौजूद विलीन संविलीन मरीज़ को संदर्भित करता है ।REJECT: ऐसे एच.एल.७. (HL7) संदेश अस्वीकार करें, IGNORE: ऐसे एच.एल.७. (HL7) संदेश नज़रअंदाज़ करें, IGNORE_DUPLICATE_MERGE: सिर्फ फिरसे प्राप्त हुए एच.एल.७. (HL7) विलीन संविलीन संदेश नज़रअंदाज़ करें, अन्य ऐसे संदेश अस्वीकार करें ।डिवाइस स्तर पे निर्दिष्ट किया गया मूल्य अधिलेखित होगा ।"
"hl7DicomCharacterSet","एच.एल.७. (HL7) डाइकोम (DICOM) कॅरक्टर सेट","स्पेसिफिक कॅरक्टर सेट (०००८,०००५) के मूल्य को प्राप्त हुए एच.एल.७. (HL7) संदेशों से जो डटसेट्स ट्रांसकोड हुए है, उनमें इस्तमाल करने को निर्दिष्ट करता है ।अगर कॉन्फ़िगर न किया हो तो, एच.एल.७. (HL7) संदेश में एम्.एस.एच.-१८ (MSH-18) में पाए गए कॅरक्टर सेट के मूल्य का उपयोग करें ।"
"hl7ForwardRule","एच.एल.७. (HL7) फॉरवर्ड नियम","एच.एल.७. (HL7) फॉरवर्ड नियम ।डिवाइस स्तर पे निर्दिष्ट मूल्य पूरक होंगे ।"
"hl7ExportRule","एच.एल.७. (HL7) निर्यात नियम","निर्यात नियम जो इस एच.एल.७. (HL7) अनुप्रयोग से प्राप्त हुए एच.एल.७. (HL7) संदेशों पे लागू होंगे ।डिवाइस स्तर पे निर्दिष्ट निर्यात नियम पूरक होंगे ।"
"hl7UPSOnHL7","एच.एल.७. (HL7) पे यू.पी.एस. (UPS) नियम","एच.एल.७. (HL7) पे यू.पी.एस. (UPS) नियम जो इस एच.एल.७. (HL7) अनुप्रयोग से प्राप्त हुए एच.एल.७. (HL7) संदेशों पे लागू होंगे ।डिवाइस स्तर पे निर्दिष्ट एच.एल.७. (HL7) पे यू.पी.एस. (UPS) नियम पूरक होंगे ।"
"hl7PrefetchRule","एच.एल.७. (HL7) प्रीफ़ेच नियम","प्रीफ़ेच नियम जो इस एच.एल.७. (HL7) अनुप्रयोग से प्राप्त हुए एच.एल.७. (HL7) संदेशों पे लागू होंगे ।डिवाइस स्तर पे निर्दिष्ट प्रीफ़ेच नियम पूरक होंगे ।"
"hl7StudyRetentionPolicy","एच.एल.७. (HL7) स्टडी धारण नीति","एच.एल.७. (HL7) स्टडी धारण नीतियाँ जो इस एच.एल.७. (HL7) अनुप्रयोग से प्राप्त हुए एच.एल.७. (HL7) संदेशों पे लागू होंगे ।डिवाइस स्तर पे निर्दिष्ट मूल्य पूरक होंगे ।"
"hl7OrderScheduledStation","एच.एल.७. (HL7) ऑर्डर के लिए अनुसूचित स्टेशन","चुने गए एम्.डब्ल्यू.एल. (MWL) एच.एल.७. (HL7) ऑर्डर फीड पे अनुसूचित स्टेशन ।डिवाइस स्तर पे निर्दिष्ट मूल्य पूरक होंगे ।"
"hl7OrderSPSStatus","एच.एल.७. (HL7) ऑर्डर के लिए एस.पी.एस. (SPS) स्थिति","प्राप्त हुए एच.एल.७. (HL7) ORM^O01, OMI^O23, OMG^O19 संदेशों पे निर्माण की गए या अपडेट हुए डाइकोम (DICOM) एम्.डब्ल्यू.एल. (MWL) आइटम्स के एस.पी.एस. (SPS) स्थिति को निर्दिष्ट करता है ।डिवाइस स्तर पे निर्दिष्ट मूल्य अधिलेखित होंगे ।"
