"property","title","description"
"dcmOverwritePolicy","अधिलेखन नीति","इस एइ से प्राप्त हुए ऑब्जेक्ट्स के लिए अधिलेखन नीति ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmRecordAttributeModification","गुण के परिवर्तन को रेकॉर्ड करें","इस एइ से प्राप्त हुए सहेजे गए ऑब्जेक्ट्स के गुणों के परिवर्तन को मूल गुणों के क्रम के आइटम्स में रेकॉर्ड करने का संकेत करता है ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmAcceptMissingPatientID","अनुपस्थित मरीज़ की आई.डी. स्वीकार करें","दृष्टांतों में अनुपस्थित मरीज़ की आई.डी. को स्वीकार कर मरीज़ के लिए नई आई.डी. निर्माण करने का संकेत करता है ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmAcceptConflictingPatientID","परस्पर विरोधी मरीज़ की आई.डी. स्वीकार करें","अगर प्राप्त हुए दृष्टांतों में मरीज़ की आई.डी. पहले से प्राप्त हुए स्टडी के दृष्टांतों में मरीज़ की आई.डी. के साथ परस्पर विरोधी हो तो, ऐसे दृष्टांतों को स्वीकार करने का संकेत करता है ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmQueryRetrieveViewID","प्राप्ति व्यू आई.डी.","प्राप्ति व्यूव का पहचानकर्ता ।"
"dcmBulkDataSpoolDirectory","अधिकांश डेटा स्पूल निर्देशिका","अधिकांश डेटा स्पूल निर्देशिका का पथ ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmHideSPSWithStatusFromMWL","इन स्थिति के एसपीएस को छिपाए","एम्डब्ल्यूएल एससीपी से न वापस की जानेवाले एम्डब्ल्यूएल आइटम्स के अनुसूचित प्रक्रिया स्टेप कोड ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmValidateCallingAEHostname","आह्वान एइ के मेज़बान नाम को मान्य करें","इस एइ के लिए संपर्क निवेदनकर्ता के आह्वान एइ के मेज़बान नाम या आईपी एड्रेस को मान्य करें ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmPersonNameComponentOrderInsensitiveMatching","व्यक्ति के नाम के कम्पोनेंट ऑर्डर असंवेदनशील मिलान","इस ए.इ. द्वारा व्यक्तियों के नामों के फजी सिमेंटिक मिलान पे नाम के कम्पोनेंट ऑर्डर पे असंवेदनशील मिलान की प्रक्रिया का संकेत करता है ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmSendPendingCGet","अनिर्णीत सी-गेट भेजे","अनिर्णीत सी-गेट प्रतिक्रिया सक्षम करता है ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmSendPendingCMoveInterval","अनिर्णीत सी-मूव भेजने का अंतराल","आई.एस.ओ.-८६०१ कलविधि फॉर्मेट PnDTnHnMnS में अनिर्णीत सी-मूव प्रतिक्रियाओं का अंतराल ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmWadoSR2HtmlTemplateURI","वाडो एस.आर. से एच.टी.एम्.एल. फर्मा यू.आर.आई.","एच.टी.एम्.एल. में स्ट्रक्चर्ड रिपोर्टों को प्रस्तुत करने के लिए इस्तमाल किए गए स्टाइलशीट के यू.आर.आई. को निर्दिष्ट करता है ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmWadoSR2TextTemplateURI","वाडो एस.आर. से टेक्स्ट फर्मा यू.आर.आई.","साधारण टेक्स्ट में स्ट्रक्चर्ड रिपोर्टों को प्रस्तुत करने के लिए इस्तमाल किए गए स्टाइलशीट के यू.आर.आई. को निर्दिष्ट करता है । डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmWadoCDA2HtmlTemplateURI","वाडो सी.डी.ए. से एच.टी.एम्.एल. फर्मा यू.आर.आई.","वाडो-यू.आर.आई. सेवा से प्राप्त हुए सी.डी.ए. डॉक्यूमेंटों में इस रूप <?xml-stylesheet type=""text/xsl"" href=""<url>"" > में निवेशन किए जानेवाले एक्स.एस.एल. स्टाइलशीट के यू.आर.एल. को निर्दिष्ट करता है ।अगर कॉन्फ़िगर न किया हो तो, अंत:स्थापित सी.डी.आई. डॉक्यूमेंट को शब्दशः वापस किया जाएगा ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmWadoThumbnailViewport","वाडो थंबनेल व्युवपोर्ट","यदि अनुरोध में किसी वयुवपोर्ट को निर्दिष्ट न किया हो तो, वाडो प्राप्ति सेवा द्वारा वापस किए गए दृष्टांतों के थंबनेलों के आयाम ।फॉर्मेट : <width>,<height> ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे ।"
"dcmWadoZIPEntryNameFormat","वाडो ज़िप एंट्री के नाम का फॉर्मेट","वाडो-आर.एस. सेवाओं द्वारा प्राप्त हुए ज़िप आर्काइव में एंट्रियों के नामों का फॉर्मेट ।डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmQueryMaxNumberOfResults","Query Max Number Of Results","Maximal number of return results by C-FIND SCP. If the number of matches extends the limit, the C-FIND request will be refused. 0 = no limitation. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmQidoMaxNumberOfResults","Qido Max Number Of Results","Maximal number of return results by QIDO-RS Service. 0 = unlimited. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmFwdMppsDestination","Mpps Forward Destination","Destination to forward MPPS N-CREATE RQ and N-SET RQ. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmIanDestination","Ian Destination","Destination to send IAN N-CREATE RQ. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmIanDelay","IAN Delay","Delay in ISO-8601 duration format PnDTnHnMn.nS after which an IAN for a received study is sent to configured IAN destinations. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmIanTimeout","IAN Timeout","Timeout in ISO-8601 duration format PnDTnHnMn.nS for waiting on receive of instances referenced in MPPS. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmIanOnTimeout","IAN On Timeout","निर्दिष्ट करता है if the IAN is sent if the timeout for waiting on receive of instances referenced is exceeded. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmSpanningCFindSCP","Spanning C-Find SCP","AE Title of external C-FIND SCP to forward C-FIND RQs and backward responses according configured Spanning C-Find SCP Policy. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmSpanningCFindSCPPolicy","Spanning C-Find SCP Policy","निर्दिष्ट करता है policy for combining matches returned from configured Spanning C-Find SCP with matching entries from the archive DB. SUPPLEMENT (= returns local matches before additional matches from Spanning C-Find SCP ), MERGE (= returns matches from Spanning C-Find SCP before additional local matches), REPLACE (= returns only matches from Spanning C-Find SCP). डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmSpanningCFindSCPRetrieveAET","Spanning C-Find SCP Retrieve AE Title","निर्दिष्ट करता है Retrieve AE Title(s) in returned matches from Spanning C-Find SCP. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmFallbackCMoveSCP","Fallback C-Move SCP","AE Title of external C-MOVE SCP to forward C-MOVE RQs if the requested Entities are not managed by this archive. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmFallbackCMoveSCPStudyOlderThan","Fallback C-Move SCP Study Older Than","निर्दिष्ट करता है threshold for Study Date इस फॉर्मेट में YYYYMMDD for marking received Studies as (potential) incomplete to enforce the retrieve from configured dcmFallbackCMoveSCP. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmFallbackCMoveSCPDestination","Fallback C-Move SCP Destination","AE Title of local C-STORE-SCP to be set as Move Destination in C-MOVE RQs forwarded to the external C-MOVE SCP specified by dcmFallbackCMoveSCP. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmFallbackCMoveSCPLeadingCFindSCP","Fallback C-Move SCP Leading C-Find SCP","AE Title of external C-FIND SCP for Verification of Number of Instances retrieved from external C-MOVE SCP specified by dcmFallbackCMoveSCP. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmFallbackCMoveSCPRetries","Fallback C-Move SCP Retries","Maximal number of retries to retrieve not available objects from C-MOVE SCP configured by dcmFallbackCMoveSCP. -1 = forever. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmFallbackWadoURIWebAppName","Fallback WADO-URI Web Application Name","का नाम external Web Application to redirect WADO URI requests if the requested Object is not available by this archive. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmFallbackWadoURIHttpStatusCode","Fallback WADO-URI HTTP Status Code","HTTP Status code of Redirect Response configured by Fallback WADO-URI Web Application Name. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmAltCMoveSCP","Alternative C-Move SCP","AE Title of alternative C-MOVE SCP to forward C-MOVE RQs if the requested Entities are not located on a local attached Storage. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStorePermissionServiceURL","Store Permission Service URL","URL of Store Permission Service which will be invoked on receive of the first object of a study. {<dicomTag>} will be replaced by the value of the गुण in the object. उदाहरण के तौर पे http(s)://<store-permission-service-provider-host>:<store-permission-service-provider-port>/storage-permission/study/{0020000D}?patientId={00100020}&patientIdIssuer={00100021}&studyDescription={00081030,urlencoded}. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStorePermissionServiceResponse","Store Permission Service Response","Emulate Store Permission Service Response on receive of the first object of a study. {<dicomTag>} will be replaced by the value of the गुण in the object. Only effective if no Store Permission Service Response is configured. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStorePermissionServiceResponsePattern","Store Permission Service Response Pattern","Regular Expression applied to responses from Store Permission Service to determine agreement for storage. उदाहरण के तौर पे ""validation""\s*:\s*""true"". डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStorePermissionServiceErrorCommentPattern","Store Permission Service Error Comment Pattern","Regular Expression applied to responses from Store Permission Service to extract Error Comment. उदाहरण के तौर पे ""errorcomment""\s*:\s*""(.*)"". डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStorePermissionServiceErrorCodePattern","Store Permission Service Error Code Pattern","Regular Expression applied to responses from Store Permission Service to extract Error Code in hexadecimal. उदाहरण के तौर पे ""errorcode""\s*:\s*""(\p{XDigit}{4})"". डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStorePermissionServiceExpirationDatePattern","Store Permission Service Expiration Date Pattern","Regular Expression applied to responses from Store Permission Service to extract the initial Study Expiration Date. उदाहरण के तौर पे ""expirationdate""\s*:\s*""([0-9]{8})"". डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmAllowRejectionForDataRetentionPolicyExpired","Allow Rejection For Data Retention Policy Expired","Allow Rejection For Data Retention Policy Expired. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmAllowDeleteStudyPermanently","Allow Delete Study permanently","Allow to delete Study permanently. REJECTED = only already rejected Studies. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmAllowDeletePatient","Allow Delete Patient","Allow permanent deletion of Patients. Enumerated values: NEVER, ALWAYS, WITHOUT_STUDIES. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmDefaultCharacterSet","Default Character Set","Value of Specific Character Set (0008,0005) added to Data Sets of C-STORE RQs and pending C-FIND RSPs without Specific Character Set (0008,0005) गुण received by this Network AE. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmUPSWorklistLabel","UPS Worklist Label","Value of Worklist Label (0074,1202) of created UPS by this Network AE, if the UPS Push SCU or UPS-RS User Agent does not provide a value for this attribute. If absent, the AE Title of the receiving AE will be used. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmUPSEventSCU","UPS Event SCU","AE Title of UPS Event सोप क्लास SCU, to which UPS Event Reports are sent for subscriptions created on this Network AE  - independently if the subscription was created by the N-ACTION DIMSE service, or by a corresponding UPS RESTful service. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmUPSEventSCUKeepAlive","UPS Event SCU Keep Alive","Timeout in ms to keep associations to UPS Event SCUs alive. If absent, associations will not be reused for sending multiple UPS Event Reports to one UPS Event SCU. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmRetrieveAET","Retrieve AE Title","निर्दिष्ट करता है Retrieve AE Titles associated with डाइकोम objects received by this Network AE. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmReturnRetrieveAET","Return Retrieve AE Title","Retrieve AE Title returned in C-FIND and QIDO responses. If absent, the Retrieve AET associated with the archived entity will be returned. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmMultipleStoreAssociations","Multiple Store Associations","Number of Storage Associations used for retrieve of Composite Objects. C-STORE SCP specific numbers can be specified by prefix '<AETitle>:'. Supplements Multiple Store Associations specified on Device level."
"dcmExternalRetrieveAEDestination","External Retrieve AE Destination","AE Title of local C-STORE-SCP to be set as Move Destination in C-MOVE RQs forwarded to external retrieve AE. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmCopyMoveUpdatePolicy","Copy Move Update Policy","निर्दिष्ट करता है update policy for attributes of the destination Study on Copy/Move of Instances from another Study. If absent, the attributes will not be updated. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmLinkMWLEntryUpdatePolicy","Link MWL Entry Update Policy","निर्दिष्ट करता है update policy for Study attributes on Link of Instances of another Study with a MWL Entry referring an existing Study. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStorageVerificationPolicy","Storage Verification Policy","DB_RECORD_EXISTS: only check for existence of DB records, OBJECT_EXISTS: check if object exists on Storage System, OBJECT_SIZE: check size of object on Storage System, OBJECT_FETCH: fetch object from Storage System), OBJECT_CHECKSUM: recalculate checksum of object on Storage System, S3_MD5SUM: check MD5 checksum of object on S3 Storage System. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStorageVerificationUpdateLocationStatus","Storage Verification Update Location Status","Indicates if the Status of the Location DB record shall be updated on Storage Verification accordingly. Not effective with Storage Verification Policy: DB_RECORD_EXISTS. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStorageVerificationStorageID","Storage Verification स्टोरेज आई.डी.s","Only accept Storage Verification if the validation of the storage of the object on one of the specified Storage Systems is successful. Not effective with Storage Verification Policy: DB_RECORD_EXISTS. Overwrites values specified on Device level."
"dcmStorageVerificationInitialDelay","Storage Verification Initial Delay","Delay in ISO-8601 duration format PnYnMnD or PnW of first Storage Verification of a Series after it was received. Overwrites values specified on Device level."
"dcmUpdateLocationStatusOnRetrieve","Update Location Status on Retrieve","Indicates if the Status of the Location DB record shall be updated for objects failed to get fetched from storage on retrieve to MISSING_OBJECT or FAILED_TO_FETCH_OBJECT. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStorageVerificationOnRetrieve","Storage Verification on Retrieve","Indicates if failures to fetch an object from Storage on retrieve shall trigger a Storage Verification of the whole Series. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUSendingApplication","एच.एल.७. Procedure Status Update Sending Application","Application|Facility का नाम Sending Application for एच.एल.७. Procedure Status Update. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUReceivingApplication","एच.एल.७. Procedure Status Update Receiving Application","Application|Facility का नाम Receiving Application for एच.एल.७. Procedure Status Update. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUDelay","एच.एल.७. Procedure Status Update Delay","Delay in ISO-8601 duration format PnDTnHnMn.nS after which an एच.एल.७. Procedure Status Update for a received study is sent to configured एच.एल.७. receivers. If absent, एच.एल.७. Procedure Status Update is triggered by received MPPS. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUनियम","एच.एल.७. Procedure Status Update गुण नियम","Restrict notification of configured एच.एल.७. Procedure Status Update Receiving Applications about Procedure Status Update by नियम on attributes of received composite object इस फॉर्मेट में (SendingHostname|SendingApplicationEntityTitle|ReceivingHostname|ReceivingApplicationEntityTitle|{attributeID})[!]={regEx}. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUForRequestedProcedure","एच.एल.७. Procedure Status Update for Requested Procedure","Restrict notification of configured एच.एल.७. Procedure Status Update Receiving Applications about Procedure Status Update to existence of Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching स्टडी दृष्टांत यूआईडी. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSURequestedProcedureID","एच.एल.७. Procedure Status Update Requested Procedure ID","Value for Requested Procedure ID in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching स्टडी दृष्टांत यूआईडी. {<attributeID>} will be replaced by the value of गुण in the received study. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUAccessionNumber","एच.एल.७. Procedure Status Accession Number","Value for Accession Number in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching स्टडी दृष्टांत यूआईडी. {<attributeID>} will be replaced by the value of गुण in the received study. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUFillerOrderNumber","एच.एल.७. Procedure Status Filler Order Number","Value for Filler Order Number in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching स्टडी दृष्टांत यूआईडी. {<attributeID>} will be replaced by the value of गुण in the received study. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUPlacerOrderNumber","एच.एल.७. Procedure Status Placer Order Number","Value for Placer Order Number in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching स्टडी दृष्टांत यूआईडी. {<attributeID>} will be replaced by the value of गुण in the received study. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUMessageType","एच.एल.७. Procedure Status Message Type","Message Type of एच.एल.७. Procedure Status Update message. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUPIDPV1","एच.एल.७. Procedure Status Update PID PV1","Indicates to include a Patient Identification (PID) and a Patient Visit (PV1) segment in the एच.एल.७. Procedure Status Update message. Implicitly set, if एच.एल.७. Procedure Status Message Type = ORU_R01. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUMWL","एच.एल.७. Procedure Status Update MWL","निर्दिष्ट करता है if the Status of MWL Items in the DB is updated to COMPLETED for a received study after the configured एच.एल.७. Procedure Status Update Delay or for received MPPS after configured एच.एल.७. Procedure Status Update Timeout. Implicitly set to true, if notification of एच.एल.७. receivers is configured. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUTimeout","एच.एल.७. Procedure Status Update Timeout","Timeout in ISO-8601 duration format PnDTnHnMn.nS for waiting on receive of instances referenced in MPPS. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"hl7PSUOnTimeout","एच.एल.७. Procedure Status Update On Timeout","निर्दिष्ट करता है if the एच.एल.७. Procedure Status Update is sent if the timeout for waiting on receive of instances referenced is exceeded. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmRelationalQueryNegotiationLenient","Relational Query Negotiation Lenient","Indicates to accept C-FIND RQs without unique keys for levels above the query level also if support for relational-queries was not negotiated. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmRelationalRetrieveNegotiationLenient","Relational Retrieve Negotiation Lenient","Indicates to accept C-MOVE and C-GET RQs without unique keys for levels above the query level also if support for relational-queries was not negotiated. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmRestrictRetrieveSilently","Restrict Retrieve Silently","Indicates if the set of requested objects to retrieve shall be silently (=without counting not transferred object as failures) restricted according the Transfer Capabilities of the Retrieve Destination. Otherwise the number of requested objects for which no Transfer Capability is configured for the Retrieve Destination and therefore are not retrieved is counted as failures. Only effective, if the Retrieve Destination has configured at least one Transfer Capability with SCP role. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmRejectConflictingPatientAttribute","Reject Conflicting Patient Attribute","डाइकोम टैग of Patient गुण which have to match in received objects with the value in previous received objects with equal Patient ID to be accepted. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStowRetiredTransferSyntax","STOW Retired Transfer Syntax","Store received JPEG Full Progression, Non-Hierarchical JPEG images in डाइकोम images with corresponding (retired) Transfer Syntax UID 1.2.840.10008.1.2.4.55. Otherwise set 1.2.840.10008.1.2.4.50 (= JPEG Baseline) or 1.2.840.10008.1.2.4.51 (= JPEG Extended) as Transfer Syntax UID of the stored डाइकोम image, without transcoding to JPEG Baseline or JPEG Extended, but including the JPEG image as received. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStowExcludeAPPMarkers","STOW Exclude Application Markers","Indicates if APP markers in JPEG images received in STOW-RS Metadata and Bulkdata requests shall be excluded from the JPEG bit streams encapsulated in created डाइकोम instances. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmStowQuicktime2MP4","STOW Quicktime to MP4","Indicates if QuickTime containers received in STOW-RS Metadata and Bulkdata requests shall be converted to MP4 containers encapsulated in created डाइकोम instances. The conversion requires that ffmpeg is installed and the ffmpeg CLI utility is available in the PATH. Otherwise Quicktime containers will get encapsulated in the stored डाइकोम object verbatim, with a declared डाइकोम MPEG-4 Transfer Syntax which reflects the encoding of the video stream in the container, but contradicts the actual container format. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmRetrieveTaskWarningOnNoMatch","Retrieve Task Warning on no Match","Indicates if the result status of Retrieve Tasks shall be set to WARNING if none of the requested objects was found on the C-MOVE SCP. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmRetrieveTaskWarningOnWarnings","Retrieve Task Warning on Warnings","Indicates if the result status of Retrieve Tasks shall be set to WARNING if there are Warning Sub-Operations, even if the retrieve of all objects was successful. Overwrites value specified on Device level"
"dcmFallbackCMoveSCPCallingAET","Fallback C-Move SCP Calling AE title","Calling AE Title used in A-ASSOCIATE-RQ to configured Fallback C-MOVE SCP. If absent, the AE Title of the external C-MOVE SCU is used. डिवाइस स्तर पे निर्दिष्ट किए गए मूल्य अधिलेखित होंगे"
"dcmExportRule","Export Rule","Export Rules applied to डाइकोम objects received by this AE. Supplements Export Rules specified on Device level."
"dcmExportPriorsRule","Export Priors Rule","Export Priors Rules applied to डाइकोम objects received by this AE. Supplements Export Priors Rules specified on Device level."
"dcmRSForwardRule","RESTful Forward Rule","RESTful Forward Rules. Supplements RESTful Forward rules specified on Device level."
"dcmArchiveCompressionRule","Compression rule","Compression rules. Supplements Compression rules specified on Device level."
"dcmArchiveAttributeCoercion","गुण Coercion","गुण Coercion of received/sent DIMSE. Supplements गुण Coercions specified on Device level."
"dcmStudyRetentionPolicy","स्टडी धारण नीति","Study Retention Policies. Supplements Study Retention Policies specified on Device level."
"dcmStoreAccessControlIDRule","Store Access Control Rules","Store Access Control Rules applied to Studies received by this AE. Supplements Store Access Control Rules specified on Device level."
"dcmUPSOnStore","UPS on Store Rule","UPS on Store Rules applied to डाइकोम objects received by this AE. Supplements UPS on Store Rules specified on Device level."
