"property","title","description"
"dcmRecordAttributeModification","गुण के परिवर्तन को रेकॉर्ड करें","सहेजे गए ऑब्जेक्ट्स के गुणों के परिवर्तन को मूल गुणों के क्रम के आइटम्स में रेकॉर्ड करने का संकेत करता है । किसी आर्काइव नेटवर्क AE या आर्काइव HL7 अनुप्रयोग पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmAcceptMissingPatientID","अनुपस्थित मरीज़ की ID स्वीकार करें","दृष्टांतों में अनुपस्थित मरीज़ की ID को स्वीकार कर मरीज़ के लिए नई ID निर्माण करने का संकेत करता है । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmAcceptConflictingPatientID","परस्पर विरोधी मरीज़ की ID स्वीकार करें","यदि प्राप्त हुए दृष्टांतों में मरीज़ की ID पहले से प्राप्त हुए स्टडी के दृष्टांतों में मरीज़ की ID के साथ परस्पर विरोधी हो तो, ऐसे दृष्टांतों को स्वीकार करने का संकेत करता है । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmIdentifyPatientByAllAttributes","सभी विशेषताओं द्वारा मरीज़ की पहचान करें","इंगित करता है कि यदि मरीज़ की ID का समनुदेशन प्राधिकरण मरीज़ की ID या यूनिवर्सल एंटिटी ID के एक जारीकर्ता द्वारा निर्दिष्ट नहीं है, तो आर्काइव में पहले से मौजूद मरीज़ से सम्बंधित करने के लिए, प्राप्त दृष्टांतों के सभी मरीज़ विशेषताओं का उपयोग किया जाएगा । ध्यान रखे : प्राप्त दृष्टांतों में मरीज़ के पुराने विशेषताओं के नियंत्रण को अक्षम करता है और मरीज़ प्रबंधन कार्यों को मरीज़ की ID की अस्पष्टता पर निर्भर करता है ।"
"dcmBulkDataSpoolDirectory","अधिकांश डेटा स्पूल निर्देशिका","अधिकांश डेटा स्पूल निर्देशिका का पथ । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmHideSPSWithStatusFromMWL","इन स्थिति के एसपीएस को छिपाए","MWL SCP से न वापस की जानेवाले MWL आइटम्स के अनुसूचित प्रक्रिया स्टेप कोड । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmEncodeAsJSONNumber","JSON नंबर के रूप में एनकोड करें","VR को JSON नंबर के रूप में एनकोड किया जाए । यदि कॉन्फ़िगर्ड नहीं है, तो IS, DS, SV और UV के मूल्यों को JSON स्ट्रिंग्स के रूप में एन्कोड किए जाएगा । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्य पूरक होंगे ।"
"dcmValidateCallingAEHostname","आह्वान AE के मेज़बान नाम को मान्य करें","संपर्क निवेदनकर्ता के आह्वान AE के मेज़बान नाम या आईपी एड्रेस को मान्य करें । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmUserIdentityNegotiation","उपभोक्ता पहचान व्यवहार","निर्दिष्ट करता है की, संपर्क अनुरोधों में उपभोक्ता पहचान व्यवहार उप आयटम नज़रअंदाज़ करें (=NOT_SUPPORTED), या भेजे गए उपभोक्ता नाम और पासवर्ड अन्यथा JSON वेब टोकन को कीक्लोक सर्वरद्वारा जांच करें (=SUPPORTS), या संपर्क अनुरोधों में पहचान व्यवहार उप आयटम में सही उपभोक्ता नाम और पासवर्ड अन्यथा JSON वेब टोकन न होने पे अस्वीकार करें (=REQUIRED)। किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmUserIdentityNegotiationRole","उपभोक्ता पहचान व्यवहार भूमिका","उपभोक्ता पहचान व्यवहार अनुरोधों को निर्दिष्ट किए उपभोक्ता के भूमिकाओं तक सिमित रखे । यदि अनुपस्थित हो तो, सिर्फ भेजे गए उपभोक्ता नाम और पासवर्ड अन्यथा JSON वेब टोकन की कीक्लोक सर्वरद्वारा जांच होगी । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmUserIdentityNegotiationKeycloakClientID","उपभोक्ता पहचान व्यवहार कीक्लोक क्लाइंट ID","कीक्लोक संपर्क कॉन्फ़िगरेशन संदर्भित कीक्लोक क्लाइंट ID जिसकेद्वारा उपभोक्ता नाम और पासवर्ड अन्यथा JSON वेब टोकन की जांच होगी । यदि अनुपस्थित हो तो, ${auth-server-url}, ${realm-name:dcm4che}, ${ui-client-id:dcm4chee-arc-ui}, ${disable-trust-manager:false}, ${allow-any-hostname:true} जैसे सिस्टम गुण लागू होंगे । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmPersonNameComponentOrderInsensitiveMatching","व्यक्ति के नाम के कम्पोनेंट ऑर्डर असंवेदनशील मिलान","व्यक्तियों के नामों के फजी सिमेंटिक मिलान पे नाम के कम्पोनेंट ऑर्डर पे असंवेदनशील मिलान की प्रक्रिया का संकेत करता है । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmSendPendingCGet","अनिर्णीत C-Get भेजे","अनिर्णीत C-Get प्रतिक्रिया सक्षम करता है । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmSendPendingCMoveInterval","अनिर्णीत C-Move भेजने का अंतराल","ISO-8601 कालावधि प्रारूप PnDTnHnMnS में अनिर्णीत C-Move प्रतिक्रियाओं का अंतराल; अनुपलभ्य हो तो असक्षम । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmWadoSupportedSRClasses","WADO समर्थित SR वर्ग","WADO प्राप्ति के लिए समर्थित SR SOP वर्ग ।"
"dcmWadoSupportedPRClasses","WADO समर्थित PR वर्ग","WADO प्राप्ति के लिए समर्थित PR SOP वर्ग ।"
"dcmWadoSR2HtmlTemplateURI","WADO SR से HTML फर्मा URI","HTML में स्ट्रक्चर्ड रिपोर्टों को प्रस्तुत करने के लिए इस्तमाल किए गए स्टाइलशीट के URI को निर्दिष्ट करता है । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmWadoSR2TextTemplateURI","WADO SR से टेक्स्ट फर्मा URI","साधारण टेक्स्ट में स्ट्रक्चर्ड रिपोर्टों को प्रस्तुत करने के लिए इस्तमाल किए गए स्टाइलशीट के URI को निर्दिष्ट करता है । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmWadoCDA2HtmlTemplateURI","WADO CDA से HTML फर्मा URI","WADO-URI सेवा से प्राप्त हुए CDA डॉक्यूमेंटों में इस रूप <?xml-stylesheet type=""text/xsl"" href=""<url>"" > में निवेशन किए जानेवाले XML स्टाइलशीट के URL को निर्दिष्ट करता है । यदि कॉन्फ़िगर न किया हो तो, अंत:स्थापित CDI डॉक्यूमेंट को शब्दशः वापस किया जाएगा । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmWadoThumbnailViewport","WADO थंबनेल व्युवपोर्ट","यदि अनुरोध में किसी वयुवपोर्ट को निर्दिष्ट न किया हो तो, WADO प्राप्ति सेवा द्वारा वापस किए गए दृष्टांतों के थंबनेलों के आयाम ।प्रारूप : <width>,<height> । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmWadoZIPEntryNameFormat","WADO ZIP एंट्री के नाम का प्रारूप","WADO-RS सेवाओं द्वारा प्राप्त हुए ZIP आर्काइव में एंट्रियों के नामों का प्रारूप । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmWadoIgnorePresentationLUTShape","Wado प्रेजेंटेशन LUT शेप नज़रअंदाज़ करें","दर्शाता है की प्रेजेंटेशन LUT शेप (2050,0020) को नज़रअंदाज़ करें, लेकिन फोटोमैट्रिक इंटरप्रिटेशन (0028,0004) को ज़्यादा महत्त्व दे ताकि WADO-RS या WADO-URI सेवाओं द्वारा पुनःप्राप्त किए गए रेंडर्ड DICOM प्रतिमाओं के न्यूनतम नमूना मूल्य को सफ़ेद (=MONCHROME1) या काला (=MONCHROME2) दिखाने में निश्चित हो सके । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmWadoMetadataExcludePrivate","Wado Metadata Exclude Private","Indicates to exclude Private Data Elements from Metadata returned by WADO-RS Retrieve Transaction. May be overwritten by configured values for particular Archive Network AEs."
"dcmQueryFetchSize","प्राप्ति का माप","एक डेटाबेस क्वेरी में प्राप्त हुए रेकॉर्ड्स की अधिकतम संख्या ।"
"dcmQueryMaxNumberOfResults","प्राप्ति नतीजों की अधिकतम संख्या","C-Find SCP द्वारा वापस किए गए नतीजों की अधिकतम संख्या । यदि नतीजों की संख्या सीमा पार कर जाए, तो C-Find अनुरोध अस्वीकार होंगे । ० = असीमित । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmQidoMaxNumberOfResults","QIDO नतीजों की अधिकतम संख्या","QIDO-RS सेवा द्वारा वापस किए गए नतीजों की अधिकतम संख्या । ० = असीमित । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmQidoETag","Qido ETag","Indicates to return Last-Modified and ETag for Search Series or Instances of a Study; disabled if absent. May be overwritten by configured values for particular Archive Network AEs."
"dcmFwdMppsDestination","MPPS आगे भेजने का गंतव्य","MPPS N-CREATE RQ और N-SET RQ अनुरोधों को आगे भेजने का गंतव्य । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmIanDestination","IAN आगे भेजने का गंतव्य","IAN N-CREATE RQ अनुरोधों को आगे भेजने का गंतव्य । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmIanDelay","IAN विलम्ब","ISO-8601 कालावधि प्रारूप PnDTnHnMn.nS में विलम्ब जिसके बाद प्राप्त हुए स्टडीज का IAN कॉन्फ़िगर्ड IAN गंतव्यों पे भेजा जाएगा । यदि कॉन्फ़िगर न किया हो तो, IAN प्राप्त हुए MPPS द्वारा सक्रीय होंगे । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmIanTimeout","IAN समयपाल","ISO-8601 कालावधि प्रारूप PnDTnHnMn.nS में समयपाल जो MPPS में संदर्भित दृष्टांतों का इंतज़ार करता है; यदि निर्दिष्ट नहीं किया है, तो MPPS के संपूर्णता की जाँच हमेशा के लिए करें । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmIanOnTimeout","IAN समयपाल पे लागू","निर्दिष्ट करता है MPPS में संदर्भित दृष्टांतों का इंतज़ार समयपाल की सीमा पर कर जाए, तो IAN को भेजे । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmIanTaskPollingInterval","IAN कार्य पोलिंग अंतराल","ISO-8601 कालावधि प्रारूप PnDTnHnMnS में IAN कार्यों को भेजने का पोलिंग अंतराल । यदि निर्दिष्ट नहीं किया है, तो IAN भेजना असक्षम होगा ।"
"dcmIanTaskFetchSize","IAN कार्य प्राप्ति का माप","एक ट्रांसेक्शन में IAN कार्यों को अनुसूचित करने की अधिकतम संख्या ।"
"dcmSpanningCFindSCP","स्पेनिंग C-Find SCP","बाहरी C-Find SCP के AE का नाम जहा पे C-FIND RQs अनुरोधों को भेजा जाएगा और कॉन्फ़िगर्ड स्पेनिंग C-Find SCP नीति के अनुसार प्रतिक्रियाओं को वापस किया जाएगा । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmSpanningCFindSCPPolicy","स्पेनिंग C-Find SCP नीति","कॉन्फ़िगर्ड स्पेनिंग C-Find SCP से वापस किए गए नतीजों को आर्काइव डेटाबेस के रेकॉर्ड्स के साथ संयोजित करने की नीति को निर्दिष्ट करता है । SUPPLEMENT (= स्थानीय रेकॉर्ड्स को अधिक स्पेनिंग C-Find SCP से वापस किए गए रेकॉर्ड्स के पहले भेजा जाएगा), MERGE (= स्पेनिंग C-Find SCP से वापस किए गए रेकॉर्ड्स को स्थानीय रेकॉर्ड्स के पहले भेजा जाएगा), REPLACE (= सिर्फ स्पेनिंग C-Find SCP से वापस किए गए रेकॉर्ड्स को भेजा जाएगा) । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmSpanningCFindSCPRetrieveAET","स्पेनिंग C-Find SCP पुनःप्राप्ति AE का नाम","स्पेनिंग C-Find SCP से वापस किए गए नतीजों में पुनःप्राप्ति AE के नामों को निर्दिष्ट करता है । यदि निर्दिष्ट नहीं किया है, तो स्पेनिंग C-Find SCP से वापस किए गए नतीजों में मूल पुनःप्राप्ति AE के नामों को रखे । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmFallbackCMoveSCP","पलटाव C-MOVE SCP","बाहरी C-MOVE SCP के AE का नाम जहा पे C-MOVE RQs अनुरोधों को भेजा जाएगा, यदि अनुरोधित तत्वों को इस आर्काइव द्वारा प्रबंधित नहीं होगा । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmFallbackCMoveSCPDestination","पलटाव C-MOVE SCP गंतव्य","'पलटाव C-MOVE SCP' द्वारा निर्दिष्ट बाहरी C-MOVE SCP पे भेजे गए C-MOVE RQs अनुरोधों में सेट किए हुए स्थानीय C-STORE-SCP के AE का नाम ।"
"dcmFallbackCMoveSCPStudyOlderThan","पलटाव C-MOVE SCP स्टडी इससे पुराना","निर्दिष्ट करता है की स्टडीज के स्टडी तारीख, इस प्रारूप YYYYMMDD में, से पुराने हो तो, ऐसे प्राप्त हुए स्टडीज को (संभावित) अपूर्ण अंकित करके, कॉन्फ़िगर्ड 'पलटाव C-MOVE SCP' से पुनःप्राप्त करने के लिए क्रियात्मक करता है ।"
"dcmFallbackCMoveSCPLeadingCFindSCP","पलटाव C-MOVE SCP प्रमुख C-Find SCP","'पलटाव C-MOVE SCP' द्वारा निर्दिष्ट बाहरी C-MOVE SCP से पुनःप्राप्त हुए दृष्टांतों की संख्या की जाँच के लिए बाहरी C-Find SCP के AE का नाम ।"
"dcmFallbackCMoveSCPRetries","पलटाव C-MOVE SCP पुनःपरीक्षण","कॉन्फ़िगर्ड 'पलटाव C-MOVE SCP' से अनुपस्थित दृष्टांतों के पुनःप्राप्ति की अधिकतम संख्या । -1 = हमेशा ।"
"dcmFallbackWadoURIWebAppName","पलटाव WADO-URI वेब अनुप्रयोग का नाम","यदि अनुरोधित दृष्टांत इस आर्काइव पे अनुपस्थित हो तो, बाहरी वेब अनुप्रयोग का नाम जहा पे WADO-URI अनुरोधों को अनुप्रेषित किया जाएगा । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmFallbackWadoURIHttpStatusCode","पलटाव WADO-URI HTTP स्थिति कोड","'पलटाव WADO-URI वेब अनुप्रयोग के नाम' द्वारा कॉन्फ़िगर्ड HTTP स्थिति कोड । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्यों से अधिलेखित किया जा सकता है ।"
"dcmFallbackCMoveSCPCallingAET","पलटाव C-MOVE SCP आह्वान AE का नाम","पलटाव C-MOVE SCP पे भेजे गए A-Associate-RQ में इस्तमाल किए गए आह्वान AE का नाम । यदि निर्दिष्ट नहीं किया है, तो बाहरी C-MOVE SCU का उपयोग होगा । किसी आर्काइव नेटवर्क AE पे कॉन्फ़िगर किए गए मूल्य से अधिलेखित किया जा सकता है ।"
"dcmAltCMoveSCP","वैकल्पिक C-MOVE SCP","वैकल्पिक C-MOVE SCP के AE का नाम जहा पे C-MOVE RQs अनुरोधों को भेजा जाएगा, यदि अनुरोधित तत्वों स्थानीय स्टोरेज पे उपलब्ध नहीं है ।"
"dcmCStoreSCUOfCMoveSCP","C-MOVE SCP का C-STORE-SCU","भेजे गए C-MOVE RQs अनुरोधों के कारण प्राप्त हुए C-STORE RQs अनुरोधों को A-Associate-RQ अनुरोधों में आह्वान AE के नाम के द्वारा पहचानने का संकेत करता है, इस प्रारूप में <आह्वान AE का नाम>=<C-MOVE-SCP> ।आम तौर पे <आह्वान AE का नाम> और <C-MOVE-SCP> बराबर होंगे । विशिष्ट C-MOVE-SCP के लिए यदि कोई मूल्य कॉन्फ़िगर्ड नहीं किया है, तो C-STORE RQ में मूव उत्पन्नकर्ता अनुप्रयोग तत्व का नाम (००००,१०३०) के गुण के मूल्य तदनुसार भेजे गए C-MOVE RQ, जो प्राप्त हुए C-STORE RQ को मूल मूव गंतव्य पे भेजेगा, उसको ढूंढने में उपयोग होगा ।"
"dcmUPSProcessingPollingInterval","UPS प्रसंस्करण पोलिंग अंतराल","प्रसंस्करण के लिए तैयार वर्क आइटम्स का ISO-8601 कालावधि प्रारूप PnDTnHnMnS में पोलिंग अंतराल ।"
"dcmUPSProcessingFetchSize","UPS प्रसंस्करण प्राप्ति का माप","प्रसंस्करण के लिए तैयार वर्क आइटम्स का डेटाबेस से प्राप्ति के नतीजों के सेट की सीमा ।"
"dcmExportTaskPollingInterval","निर्यात कार्य पोलिंग अंतराल","ISO-8601 कालावधि प्रारूप PnDTnHnMnS में निर्यात कार्य पोलिंग अंतराल ।"
"dcmExportTaskFetchSize","निर्यात कार्य प्राप्ति का माप","प्रसंस्करण के लिए तैयार निर्यात कार्यों का डेटाबेस से प्राप्ति के नतीजों के सेट की सीमा ।"
"dcmRetrieveTaskPollingInterval","पुनःप्राप्ति कार्य पोलिंग अंतराल","ISO-8601 कालावधि प्रारूप PnDTnHnMnS में पुनःप्राप्ति कार्य पोलिंग अंतराल ।"
