"property","title","description"
"dcmUPSScheduledStationNameCode","अनुसूचित स्टेशन नाम कोड","निर्माण किए गए UPS में अनुसूचित स्टेशन नाम कोड क्रम (००४०,४०२५) का आइटम, इस प्रारूप में (CV, CSD, ""CM"") ।"
"dcmUPSScheduledStationClassCode","अनुसूचित स्टेशन वर्ग कोड","निर्माण किए गए UPS में अनुसूचित स्टेशन वर्ग कोड क्रम (००४०,४०२६) का आइटम, इस प्रारूप में (CV, CSD, ""CM"") ।"
"dcmUPSScheduledStationLocationCode","अनुसूचित स्टेशन भौगोलिक स्थान कोड","निर्माण किए गए UPS में अनुसूचित स्टेशन भौगोलिक स्थान कोड क्रम (००४०,४०२७) का आइटम, इस प्रारूप में (CV, CSD, ""CM"") ।"
"dcmUPSScheduledHumanPerformerCode","अनुसूचित मनुष्य कर्ता कोड","निर्माण किए गए UPS में अनुसूचित मनुष्य कर्ता कोड क्रम (००४०,४०३४) में मनुष्य कर्ता कोड क्रम (००४०,४००९) का आइटम, इस प्रारूप में (CV, CSD, ""CM"") ।"
"dcmUPSScheduledHumanPerformerName","अनुसूचित मनुष्य कर्ता का नाम","निर्माण किए गए UPS में अनुसूचित मनुष्य कर्ता कोड क्रम (००४०,४०३४) के आइटम में मनुष्य कर्ता का नाम (००४०,४०३७) । पिछले UPS रेकॉर्ड के डेटासेट में {attributeID} गुण के मूल्य के साथ बदला जाएगा ।"
"dcmUPSScheduledHumanPerformerOrganization","अनुसूचित मनुष्य कर्ता संस्था","निर्माण किए गए UPS में अनुसूचित मनुष्य कर्ता कोड क्रम (००४०,४०३४) के आइटम में मनुष्य संस्था का नाम (००४०,४०३६) । पिछले UPS रेकॉर्ड के डेटासेट में {attributeID} गुण के मूल्य के साथ बदला जाएगा ।"
"dcmAdmissionID","प्रवेश ID","निर्माण किए गए UPS में प्रवेश ID (००३८,००१०) का मूल्य । पिछले UPS रेकॉर्ड के डेटासेट में {attributeID} गुण के मूल्य के साथ बदला जाएगा ।"
"dicomIssuerOfAdmissionID","प्रवेश ID क्रम का जारीकर्ता","निर्माण किए गए UPS में प्रवेश ID का जारीकर्ता क्रम (००३८,००१४) के आइटम के स्थानीय नेमस्पेस एंटिटी ID (००४०,००३१), यूनिवर्सल एंटिटी ID (००४०,००३२) और यूनिवर्सल एंटिटी ID प्रकार (००४०,००३३) के मूल्य, इस प्रारूप में : <मरीज़़ की ID का जारीकर्ता> [& <यूनिवर्सल एंटिटी ID> & <यूनिवर्सल एंटिटी ID प्रकार>] ।"
"dcmUPSIncludeStudyInstanceUID","स्टडी दृष्टांत UID को समावेश करें","निर्माण किए गए UPS में पिछले UPS रेकॉर्ड के स्टडी दृष्टांत UID (००२०,०००डी) को समावेश करने का संकेत करता है ।"
"dcmUPSIncludeReferencedRequest","संदर्भित अनुरोध को समावेश करें","निर्माण किए गए UPS के संदर्भित अनुरोध क्रम (००४०,ए३७०) के आइटम में पिछले UPS रेकॉर्ड के स्टडी दृष्टांत UID (००२०,०००डी) और निर्दिष्ट परिग्रहण संख्या (०००८,००५०), अनुरोध की गई प्रक्रिया की ID (००४०,१००१) और अनुरोध करनेवाला सेवा (००३२,१०३३) को समावेश करने का संकेत करता है । यदि निर्दिष्ट नहीं किया गया है, तो खाली संदर्भित अनुरोध क्रम (००४०,ए३७०) को समावेश किया जाएगा ।"
"dcmAccessionNumber","परिग्रहण संख्या","निर्माण किए गए UPS के संदर्भित अनुरोध क्रम (००४०,ए३७०) के आइटम में परिग्रहण संख्या (०००८,००५०) का मूल्य । पिछले UPS रेकॉर्ड के डेटासेट में {attributeID} गुण के मूल्य के साथ बदला जाएगा ।"
"dicomIssuerOfAccessionNumber","परिग्रहण संख्या का जारीकर्ता","निर्माण किए गए UPS के संदर्भित अनुरोध क्रम (००४०,ए३७०) के आइटम में परिग्रहण संख्या क्रम का जारीकर्ता (०००८,००५१) के आइटम में स्थानीय नेमस्पेस एंटिटी ID (००४०,००३१), यूनिवर्सल एंटिटी ID (००४०,००३२) और यूनिवर्सल एंटिटी ID प्रकार (००४०,००३३) के मूल्य, इस प्रारूप में : <मरीज़़ की ID का जारीकर्ता> [& <यूनिवर्सल एंटिटी ID> & <यूनिवर्सल एंटिटी ID प्रकार>] ।"
"dcmRequestedProcedureID","अनुरोध की गई प्रक्रिया की ID","निर्माण किए गए UPS के संदर्भित अनुरोध क्रम (००४०,ए३७०) के आइटम में अनुरोध की गई प्रक्रिया की ID (००४०,१००१) का मूल्य । पिछले UPS रेकॉर्ड के डेटासेट में {attributeID} गुण के मूल्य के साथ बदला जाएगा ।"
"dcmRequestedProcedureDescription","अनुरोध की गई प्रक्रिया का वर्णन","निर्माण किए गए UPS के संदर्भित अनुरोध क्रम (००४०,ए३७०) के आइटम में अनुरोध की गई प्रक्रिया के वर्णन (००३२,१०६०) का मूल्य । पिछले UPS रेकॉर्ड के डेटासेट में {attributeID} गुण के मूल्य के साथ बदला जाएगा ।"
"dcmRequestingPhysician","अनुरोध करनेवाला चिकित्सक","निर्माण किए गए UPS के संदर्भित अनुरोध क्रम (००४०,ए३७०) के आइटम में अनुरोध करनेवाला चिकित्सक (००३२,१०३२) का मूल्य । पिछले UPS रेकॉर्ड के डेटासेट में {attributeID} गुण के मूल्य के साथ बदला जाएगा ।"
"dcmRequestingService","अनुरोध करनेवाला सेवा","निर्माण किए गए UPS के संदर्भित अनुरोध क्रम (००४०,ए३७०) के आइटम में अनुरोध करनेवाला सेवा (००३२,१०३३) का मूल्य । पिछले UPS रेकॉर्ड के डेटासेट में {attributeID} गुण के मूल्य के साथ बदला जाएगा ।"
"dcmURI","XSL स्टाइलशीट URI","निर्माण किए गए UPS में अधिक गुणों को समावेश करने का XSL स्टाइलशीट URI निर्दिष्ट करता है ।"
"dcmNoKeywords","बिना गुण संकेतशब्द","गुण संकेतशब्दों को (जिसे XSLT में भेजा जाता है) DICOM XML से हटाने का संकेत करता है ।"
