"property","title","description"
"dcmUPSInstanceUIDBasedOnName","नाम पर आधारित यू.पी.एस. दृष्टांत यू.आई.डी.","निर्माण किए गए यू.पी.एस. में नाम पर आधारित यू.पी.एस. एस.ओ.पी. दृष्टांत यू.आई.डी. (०००८,००१८) को मिर्माण करने का मूल्य ।प्राप्त हुए एच.एल.७. संदेश में {<SEG>-<Seq#>[.<Comp#>[.<SubComp#>]]} गुण के मूल्य के साथ बदला जाएगा ।यदि निर्दिष्ट नहीं किया गया है, तो यादृच्छिक रूप से निर्माण किया गया एस.ओ.पी. दृष्टांत यू.आई.डी. (०००८,००१८) का उपयोग किया जाएगा ।"
"dcmDestinationAE","गंतव्य ए.इ.","डाइकोम अनुप्रयोग तत्त्व का नाम जिसपे दृष्टांत सहेजे जाएंगे ।"
"dcmUPSScheduledWorkitemCode","अनुसूचित वर्क आइटम कोड","निर्माण किए गए यू.पी.एस. में अनुसूचित वर्क आइटम कोड क्रम (००४०,४०१८) का आइटम, इस प्रारूप में (CV, CSD, ""CM"") ।"
"dcmUPSScheduledStationNameCode","अनुसूचित स्टेशन नाम कोड","निर्माण किए गए यू.पी.एस. में अनुसूचित स्टेशन नाम कोड क्रम (००४०,४०२५) का आइटम, इस प्रारूप में (CV, CSD, ""CM"") ।"
"dcmUPSScheduledStationClassCode","अनुसूचित स्टेशन वर्ग कोड","निर्माण किए गए यू.पी.एस. में अनुसूचित स्टेशन वर्ग कोड क्रम (००४०,४०२६) का आइटम, इस प्रारूप में (CV, CSD, ""CM"") ।"
"dcmUPSScheduledStationLocationCode","अनुसूचित स्टेशन भौगोलिक स्थान कोड","निर्माण किए गए यू.पी.एस. में अनुसूचित स्टेशन भौगोलिक स्थान कोड क्रम (००४०,४०२७) का आइटम, इस प्रारूप में (CV, CSD, ""CM"") ।"
"dcmUPSScheduledHumanPerformerCode","अनुसूचित मनुष्य कर्ता कोड","निर्माण किए गए यू.पी.एस. में अनुसूचित मनुष्य कर्ता कोड क्रम (००४०,४०३४) में मनुष्य कर्ता कोड क्रम (००४०,४००९) का आइटम, इस प्रारूप में (CV, CSD, ""CM"") ।"
"dcmUPSScheduledHumanPerformerName","अनुसूचित मनुष्य कर्ता का नाम","निर्माण किए गए यू.पी.एस. में अनुसूचित मनुष्य कर्ता कोड क्रम (००४०,४०३४) के आइटम में मनुष्य कर्ता का नाम (००४०,४०३७) ।प्राप्त हुए एच.एल.७. संदेश में {<SEG>-<Seq#>[.<Comp#>[.<SubComp#>]]} गुण के मूल्य के साथ बदला जाएगा ।"
"dcmUPSScheduledHumanPerformerOrganization","अनुसूचित मनुष्य कर्ता संस्था","निर्माण किए गए यू.पी.एस. में अनुसूचित मनुष्य कर्ता कोड क्रम (००४०,४०३४) के आइटम में मनुष्य संस्था का नाम (००४०,४०३६) ।प्राप्त हुए एच.एल.७. संदेश में {<SEG>-<Seq#>[.<Comp#>[.<SubComp#>]]} गुण के मूल्य के साथ बदला जाएगा ।"
"dcmRequestingService","अनुरोध करनेवाला सेवा","निर्माण किए गए यू.पी.एस. के संदर्भित अनुरोध क्रम (००४०,ए३७०) के आइटम में अनुरोध करनेवाला सेवा (००३२,१०३३) का मूल्य ।प्राप्त हुए एच.एल.७. संदेश में {<SEG>-<Seq#>[.<Comp#>[.<SubComp#>]]} गुण के मूल्य के साथ बदला जाएगा ।"
"dcmURI","एक्स.एस.एल. स्टाइलशीट यू.आर.आई.","प्राप्त हुए एच.एल.७. संदेश से निर्माण किए गए यू.पी.एस. के गुणों में शामिल कर ट्रांसकोड करनेवाले एक्स.एस.एल. स्टाइलशीट यू.आर.आई. निर्दिष्ट करता है ।"
