"property","title","description"
"dcmWadoCDA2HtmlTemplateURI","Wado CDA to HTML Template URI","URL to XSL style sheet inserted as <?xml-stylesheet type=""text/xsl"" href=""<url>"" > in CDA documents returned by WADO-URI service. If absent, the embedded CDI document is returned verbatim. Overwrites value specified on Device level."
"dcmWadoThumbnailViewport","Wado Thumbnail Viewport","Dimension of Thumbnails returned by WADO retrieve of Instance Thumbnails, if no Viewport is specified in the request. Format: <width>,<height>. Overwrites value specified on Device level."
"dcmWadoZIPEntryNameFormat","Wado ZIP Entry Name Format","Format of entry names in ZIP archive returned by WADO-RS. Overwrites value specified on Device level."
"dcmWadoIgnorePresentationLUTShape","Wado Ignore Presentation LUT Shape","Indicates to ignore (2050,0020) Presentation LUT Shape, but prioritize value of (0028,0004) Photometric Interpretation to determine if minimum sample value is intended to be displayed as white (=MONCHROME1) or as black (=MONCHROME2) on retrieve of rendered DICOM images by WADO-RS or WADO-URI services. Overwrites value specified on Device level."
"dcmQueryMaxNumberOfResults","Query Max Number Of Results","Maximal number of return results by C-FIND SCP. If the number of matches extends the limit, the C-FIND request will be refused. 0 = no limitation. Overwrites value specified on Device level."
"dcmQidoMaxNumberOfResults","Qido Max Number Of Results","Maximal number of return results by QIDO-RS Service. 0 = unlimited. Overwrites value specified on Device level."
"dcmFwdMppsDestination","Mpps Forward Destination","Destination to forward MPPS N-CREATE RQ and N-SET RQ. Overwrites value specified on Device level."
"dcmIanDestination","Ian Destination","Destination to send IAN N-CREATE RQ. Overwrites value specified on Device level."
"dcmIanDelay","IAN Delay","Delay in ISO-8601 duration format PnDTnHnMn.nS after which an IAN for a received study is sent to configured IAN destinations. Overwrites value specified on Device level."
"dcmIanTimeout","IAN Timeout","Timeout in ISO-8601 duration format PnDTnHnMn.nS for waiting on receive of instances referenced in MPPS. Overwrites value specified on Device level."
"dcmIanOnTimeout","IAN On Timeout","Specifies if the IAN is sent if the timeout for waiting on receive of instances referenced is exceeded. Overwrites value specified on Device level."
"dcmSpanningCFindSCP","Spanning C-Find SCP","AE Title of external C-FIND SCP to forward C-FIND RQs and backward responses according configured Spanning C-Find SCP Policy. Overwrites value specified on Device level."
"dcmSpanningCFindSCPPolicy","Spanning C-Find SCP Policy","Specifies policy for combining matches returned from configured Spanning C-Find SCP with matching entries from the archive DB. SUPPLEMENT (= returns local matches before additional matches from Spanning C-Find SCP ), MERGE (= returns matches from Spanning C-Find SCP before additional local matches), REPLACE (= returns only matches from Spanning C-Find SCP). Overwrites value specified on Device level."
"dcmSpanningCFindSCPRetrieveAET","Spanning C-Find SCP Retrieve AE Title","Specifies Retrieve AE Title(s) in returned matches from Spanning C-Find SCP. Overwrites value specified on Device level."
"dcmFallbackCMoveSCP","Fallback C-Move SCP","AE Title of external C-MOVE SCP to forward C-MOVE RQs if the requested Entities are not managed by this archive. Overwrites value specified on Device level."
"dcmFallbackCMoveSCPStudyOlderThan","Fallback C-Move SCP Study Older Than","Specifies threshold for Study Date in format YYYYMMDD for marking received Studies as (potential) incomplete to enforce the retrieve from configured dcmFallbackCMoveSCP. Overwrites value specified on Device level."
"dcmFallbackCMoveSCPDestination","Fallback C-Move SCP Destination","AE Title of local C-STORE-SCP to be set as Move Destination in C-MOVE RQs forwarded to the external C-MOVE SCP specified by dcmFallbackCMoveSCP. Overwrites value specified on Device level."
"dcmFallbackCMoveSCPLeadingCFindSCP","Fallback C-Move SCP Leading C-Find SCP","AE Title of external C-FIND SCP for Verification of Number of Instances retrieved from external C-MOVE SCP specified by dcmFallbackCMoveSCP. Overwrites value specified on Device level."
"dcmFallbackCMoveSCPRetries","Fallback C-Move SCP Retries","Maximal number of retries to retrieve not available objects from C-MOVE SCP configured by dcmFallbackCMoveSCP. -1 = forever. Overwrites value specified on Device level."
"dcmFallbackWadoURIWebAppName","Fallback WADO-URI Web Application Name","Name of external Web Application to redirect WADO URI requests if the requested Object is not available by this archive. Overwrites value specified on Device level."
"dcmFallbackWadoURIHttpStatusCode","Fallback WADO-URI HTTP Status Code","HTTP Status code of Redirect Response configured by Fallback WADO-URI Web Application Name. Overwrites value specified on Device level."
"dcmFallbackCMoveSCPCallingAET","Fallback C-Move SCP Calling AE title","Calling AE Title used in A-ASSOCIATE-RQ to configured Fallback C-MOVE SCP. If absent, the AE Title of the external C-MOVE SCU is used. Overwrites value specified on Device level."
"dcmAltCMoveSCP","Alternative C-Move SCP","AE Title of alternative C-MOVE SCP to forward C-MOVE RQs if the requested Entities are not located on a local attached Storage. Overwrites value specified on Device level."
"dcmStorePermissionServiceURL","Store Permission Service URL","URL of Store Permission Service which will be invoked on receive of the first object of a study. {<dicomTag>} will be replaced by the value of the attribute in the object. E.g. http(s)://<store-permission-service-provider-host>:<store-permission-service-provider-port>/storage-permission/study/{0020000D}?patientId={00100020}&patientIdIssuer={00100021}&studyDescription={00081030,urlencoded}. Overwrites value specified on Device level."
"dcmStorePermissionServiceResponse","Store Permission Service Response","Emulate Store Permission Service Response on receive of the first object of a study. {<dicomTag>} will be replaced by the value of the attribute in the object. Only effective if no Store Permission Service Response is configured. Example: patientID={00100020},patientName={00100010},errorCode=0110H,errorComment=errorMessage. Overwrites value specified on Device level."
"dcmStorePermissionServiceResponsePattern","Store Permission Service Response Pattern","Regular Expression applied to responses from Store Permission Service to determine agreement for storage. E.g. ""validation""\s*:\s*""true"" or '(?<=patientName=)[^null].*?(?=,)'. Overwrites value specified on Device level."
"dcmStorePermissionServiceErrorCommentPattern","Store Permission Service Error Comment Pattern","Regular Expression applied to responses from Store Permission Service to extract Error Comment. E.g. ""errorcomment""\s*:\s*""(.*)"". Overwrites value specified on Device level."
"dcmStorePermissionServiceErrorCodePattern","Store Permission Service Error Code Pattern","Regular Expression applied to responses from Store Permission Service to extract Error Code in hexadecimal. E.g. ""errorcode""\s*:\s*""(\p{XDigit}{4})"". Overwrites value specified on Device level."
"dcmStorePermissionServiceExpirationDatePattern","Store Permission Service Expiration Date Pattern","Regular Expression applied to responses from Store Permission Service to extract the initial Study Expiration Date. E.g. ""expirationdate""\s*:\s*""([0-9]{8})"". Overwrites value specified on Device level."
"dcmAllowRejectionForDataRetentionPolicyExpired","Allow Rejection For Data Retention Policy Expired","Allow Rejection For Data Retention Policy Expired. Overwrites value specified on Device level."
"dcmAllowDeleteStudyPermanently","Allow Delete Study permanently","Allow to delete Study permanently. REJECTED = only already rejected Studies. Overwrites value specified on Device level."
"dcmAllowDeletePatient","Allow Delete Patient","Allow permanent deletion of Patients. Enumerated values: NEVER, ALWAYS, WITHOUT_STUDIES. Overwrites value specified on Device level."
"dcmDefaultCharacterSet","Default Character Set","Value of Specific Character Set (0008,0005) added to Data Sets of C-STORE RQs and pending C-FIND RSPs without Specific Character Set (0008,0005) attribute received by this Network AE. Overwrites value specified on Device level."
"dcmUPSWorklistLabel","UPS Worklist Label","Value of Worklist Label (0074,1202) of created UPS by this Network AE, if the UPS Push SCU or UPS-RS User Agent does not provide a value for this attribute. If absent, the AE Title of the receiving AE will be used. Overwrites value specified on Device level."
"dcmUPSEventSCU","UPS Event SCU","AE Title of UPS Event SOP Class SCU, to which UPS Event Reports are sent for subscriptions created on this Network AE  - independently if the subscription was created by the N-ACTION DIMSE service, or by a corresponding UPS RESTful service. Overwrites value specified on Device level."
"dcmUPSEventSCUKeepAlive","UPS Event SCU Keep Alive","Timeout in ms to keep associations to UPS Event SCUs alive. If absent, associations will not be reused for sending multiple UPS Event Reports to one UPS Event SCU. Overwrites value specified on Device level."
"dcmRetrieveAET","Retrieve AE Title","Specifies Retrieve AE Titles associated with DICOM objects received by this Network AE. Overwrites value specified on Device level."
"dcmReturnRetrieveAET","Return Retrieve AE Title","Retrieve AE Title returned in C-FIND and QIDO responses. If absent, the Retrieve AET associated with the archived entity will be returned. Overwrites value specified on Device level."
"dcmMultipleStoreAssociations","Multiple Store Associations","Number of Storage Associations used for retrieve of Composite Objects. C-STORE SCP specific numbers can be specified by prefix '<AETitle>:'. Examples : 2 or STORESCP:3 Supplements Multiple Store Associations specified on Device level."
"dcmExternalRetrieveAEDestination","External Retrieve AE Destination","AE Title of local C-STORE-SCP to be set as Move Destination in C-MOVE RQs forwarded to external retrieve AE. Overwrites value specified on Device level."
"dcmCopyMoveUpdatePolicy","Copy Move Update Policy","Specifies update policy for attributes of the destination Study on Copy/Move of Instances from another Study. If absent, the attributes will not be updated. Overwrites value specified on Device level."
"dcmLinkMWLEntryUpdatePolicy","Link MWL Entry Update Policy","Specifies update policy for Study attributes on Link of Instances of another Study with a MWL Entry referring an existing Study. Overwrites value specified on Device level."
"dcmStorageVerificationPolicy","Storage Verification Policy","DB_RECORD_EXISTS: only check for existence of DB records, OBJECT_EXISTS: check if object exists on Storage System, OBJECT_SIZE: check size of object on Storage System, OBJECT_FETCH: fetch object from Storage System), OBJECT_CHECKSUM: recalculate checksum of object on Storage System, S3_MD5SUM: check MD5 checksum of object on S3 Storage System. Overwrites value specified on Device level."
"dcmStorageVerificationUpdateLocationStatus","Storage Verification Update Location Status","Indicates if the Status of the Location DB record shall be updated on Storage Verification accordingly. Not effective with Storage Verification Policy: DB_RECORD_EXISTS. Overwrites value specified on Device level."
"dcmStorageVerificationStorageID","Storage Verification Storage IDs","Only accept Storage Verification if the validation of the storage of the object on one of the specified Storage Systems is successful. Not effective with Storage Verification Policy: DB_RECORD_EXISTS. Overwrites values specified on Device level."
"dcmStorageVerificationInitialDelay","Storage Verification Initial Delay","Delay in ISO-8601 duration format PnYnMnD or PnW of first Storage Verification of a Series after it was received. Overwrites values specified on Device level."
"dcmUpdateLocationStatusOnRetrieve","Update Location Status on Retrieve","Indicates if the Status of the Location DB record shall be updated for objects failed to get fetched from storage on retrieve to MISSING_OBJECT or FAILED_TO_FETCH_OBJECT. Overwrites value specified on Device level."
"dcmStorageVerificationOnRetrieve","Storage Verification on Retrieve","Indicates if failures to fetch an object from Storage on retrieve shall trigger a Storage Verification of the whole Series. Overwrites value specified on Device level."
"hl7PSUSendingApplication","HL7 Procedure Status Update Sending Application","Application|Facility name of Sending Application for HL7 Procedure Status Update. Overwrites value specified on Device level."
"hl7PSUReceivingApplication","HL7 Procedure Status Update Receiving Application","Application|Facility name of Receiving Application for HL7 Procedure Status Update. Overwrites value specified on Device level."
"hl7PSUDelay","HL7 Procedure Status Update Delay","Delay in ISO-8601 duration format PnDTnHnMn.nS after which an HL7 Procedure Status Update for a received study is sent to configured HL7 receivers. If absent, HL7 Procedure Status Update is triggered by received MPPS. Overwrites value specified on Device level."
"hl7PSUConditions","HL7 Procedure Status Update Attribute Conditions","Restrict notification of configured HL7 Procedure Status Update Receiving Applications about Procedure Status Update by conditions on attributes of received composite object in format (SendingHostname|SendingApplicationEntityTitle|ReceivingHostname|ReceivingApplicationEntityTitle|{AttributeTagOrKeyword[number]}|{SequenceTagOrKeyword.AttributeTagOrKeyword})[!]={regEx}. More than one value can be specified for a given attribute by separating them with a | symbol. Examples: SendingApplicationEntityTitle=FORWARD or Modality=MR|CT or ProcedureCodeSequence.CodeValue=MRProcedure or 00180015=KNEE or 00321034.00080100=RequestingServiceCode or ImageType[3]=LOCALIZER. Overwrites value specified on Device level."
"hl7PSUForRequestedProcedure","HL7 Procedure Status Update for Requested Procedure","Restrict notification of configured HL7 Procedure Status Update Receiving Applications about Procedure Status Update to existence of Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching Study Instance UID. Overwrites value specified on Device level."
"hl7PSURequestedProcedureID","HL7 Procedure Status Update Requested Procedure ID","Value for Requested Procedure ID in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching Study Instance UID. {<attributeID>} will be replaced by the value of attribute in the received study. Example: {StudyInstanceUID,hash}. Overwrites value specified on Device level."
"hl7PSUAccessionNumber","HL7 Procedure Status Accession Number","Value for Accession Number in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching Study Instance UID. {<attributeID>} will be replaced by the value of attribute in the received study. Example: {StudyInstanceUID,hash}. Overwrites value specified on Device level."
"hl7PSUFillerOrderNumber","HL7 Procedure Status Filler Order Number","Value for Filler Order Number in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching Study Instance UID. {<attributeID>} will be replaced by the value of attribute in the received study. Example: {StudyInstanceUID,hash}. Overwrites value specified on Device level."
"hl7PSUPlacerOrderNumber","HL7 Procedure Status Placer Order Number","Value for Placer Order Number in notification message, if there are no Scheduled Procedure Steps of a Requested Procedure (MWL Items in the DB) with matching Study Instance UID. {<attributeID>} will be replaced by the value of attribute in the received study. Example: {StudyInstanceUID,hash}. Overwrites value specified on Device level."
"hl7PSUMessageType","HL7 Procedure Status Message Type","Message Type of HL7 Procedure Status Update message. Overwrites value specified on Device level."
"hl7PSUPIDPV1","HL7 Procedure Status Update PID PV1","Indicates to include a Patient Identification (PID) and a Patient Visit (PV1) segment in the HL7 Procedure Status Update message. Implicitly set, if HL7 Procedure Status Message Type = ORU_R01. Overwrites value specified on Device level."
"hl7PSUMWL","HL7 Procedure Status Update MWL","Specifies if the Status of MWL Items in the DB is updated to COMPLETED for a received study after the configured HL7 Procedure Status Update Delay or for received MPPS after configured HL7 Procedure Status Update Timeout. Implicitly set to true, if notification of HL7 receivers is configured. Overwrites value specified on Device level."
"hl7PSUTimeout","HL7 Procedure Status Update Timeout","Timeout in ISO-8601 duration format PnDTnHnMn.nS for waiting on receive of instances referenced in MPPS. Overwrites value specified on Device level."
"hl7PSUOnTimeout","HL7 Procedure Status Update On Timeout","Specifies if the HL7 Procedure Status Update is sent if the timeout for waiting on receive of instances referenced is exceeded. Overwrites value specified on Device level."
"dcmRelationalQueryNegotiationLenient","Relational Query Negotiation Lenient","Indicates to accept C-FIND RQs without unique keys for levels above the query level also if support for relational-queries was not negotiated. Overwrites value specified on Device level."
"dcmRelationalRetrieveNegotiationLenient","Relational Retrieve Negotiation Lenient","Indicates to accept C-MOVE and C-GET RQs without unique keys for levels above the query level also if support for relational-queries was not negotiated. Overwrites value specified on Device level. Overwrites value specified on Device level."
"dcmRestrictRetrieveSilently","Restrict Retrieve Silently","Indicates if the set of requested objects to retrieve shall be silently (=without counting not transferred object as failures) restricted according the Transfer Capabilities of the Retrieve Destination. Otherwise the number of requested objects for which no Transfer Capability is configured for the Retrieve Destination and therefore are not retrieved is counted as failures. Only effective, if the Retrieve Destination has configured at least one Transfer Capability with SCP role. Overwrites value specified on Device level."
"dcmRejectConflictingPatientAttribute","Reject Conflicting Patient Attribute","DICOM Tag of Patient Attribute which have to match in received objects with the value in previous received objects with equal Patient ID to be accepted. Overwrites value specified on Device level."
"dcmStowRetiredTransferSyntax","STOW Retired Transfer Syntax","Store received JPEG Full Progression, Non-Hierarchical JPEG images in DICOM images with corresponding (retired) Transfer Syntax UID 1.2.840.10008.1.2.4.55. Otherwise set 1.2.840.10008.1.2.4.50 (= JPEG Baseline) or 1.2.840.10008.1.2.4.51 (= JPEG Extended) as Transfer Syntax UID of the stored DICOM image, without transcoding to JPEG Baseline or JPEG Extended, but including the JPEG image as received. Overwrites value specified on Device level."
"dcmStowExcludeAPPMarkers","STOW Exclude Application Markers","Indicates if APP markers in JPEG images received in STOW-RS Metadata and Bulkdata requests shall be excluded from the JPEG bit streams encapsulated in created DICOM instances. Overwrites value specified on Device level."
"dcmStowQuicktime2MP4","STOW Quicktime to MP4","Indicates if QuickTime containers received in STOW-RS Metadata and Bulkdata requests shall be converted to MP4 containers encapsulated in created DICOM instances. The conversion requires that ffmpeg is installed and the ffmpeg CLI utility is available in the PATH. Otherwise Quicktime containers will get encapsulated in the stored DICOM object verbatim, with a declared DICOM MPEG-4 Transfer Syntax which reflects the encoding of the video stream in the container, but contradicts the actual container format. Overwrites value specified on Device level."
"dcmRetrieveTaskWarningOnNoMatch","Retrieve Task Warning on no Match","Indicates if the result status of Retrieve Tasks shall be set to WARNING if none of the requested objects was found on the C-MOVE SCP. Overwrites value specified on Device level."
"dcmRetrieveTaskWarningOnWarnings","Retrieve Task Warning on Warnings","Indicates if the result status of Retrieve Tasks shall be set to WARNING if there are Warning Sub-Operations, even if the retrieve of all objects was successful. Overwrites value specified on Device level"
"dcmChangeRequesterAET","Change Requester AET","Indicates change requester AET in rejections triggered by archive. Overwrites value specified on Device level."
"dcmExportRule","Export Rule","Export Rules applied to DICOM objects received by this AE. Supplements Export Rules specified on Device level."
"dcmExportPriorsRule","Export Priors Rule","Export Priors Rules applied to DICOM objects received by this AE. Supplements Export Priors Rules specified on Device level."
"dcmRSForwardRule","RESTful Forward Rule","RESTful Forward Rules. Supplements RESTful Forward rules specified on Device level."
"dcmArchiveCompressionRule","Compression rule","Compression rules. Supplements Compression rules specified on Device level."
"dcmArchiveAttributeCoercion","Attribute Coercion","Attribute Coercion of received/sent DIMSE. Supplements Attribute Coercions specified on Device level."
"dcmStudyRetentionPolicy","Study Retention Policy","Study Retention Policies. Supplements Study Retention Policies specified on Device level."
"dcmStoreAccessControlIDRule","Store Access Control Rules","Store Access Control Rules applied to Studies received by this AE. Supplements Store Access Control Rules specified on Device level."
"dcmUPSOnStore","UPS on Store Rule","UPS on Store Rules applied to DICOM objects received by this AE. Supplements UPS on Store Rules specified on Device level."
"dcmUPSOnUPSCompleted","UPS on UPS Completed Rules","UPS on UPS Completed Rules applied to UPS managed by this AE. Supplements UPS on UPS Completed Rules specified on Device level."
