"property","title","description"
"dcmPurgeInstanceRecordsPollingInterval","Purge Instance Records Polling Interval","Polling Interval for Series scheduled for purging Instance Records from the DB in ISO-8601 duration format PnDTnHnMnS. Only effective, if Purge Instance Records = true."
"dcmPurgeInstanceRecordsFetchSize","Purge Instance Records Fetch Size","Maximal number of Series scheduled for purging Instance Records from the DB fetched by one query. Only effective, if Purge Instance Records = true."
"dcmMWLPollingInterval","MWL Polling Interval","Polling Interval for updating the status of idle MWL items and deleting MWL items in ISO-8601 duration format PnDTnHnMnS. If absent, MWL Items will not get update or deleted."
"dcmMWLFetchSize","MWL Fetch Size","Maximal number of MWL items to update or delete in one transaction."
"dcmDeleteMWLDelay","Delete MWL Delay","Delay in ISO-8601 duration format PnDTnHnMn.nS for deleting MWL items. Status specific delays can be specified by prefix 'SCHEDULED:', 'ARRIVED:', 'READY:', 'STARTED:', 'DEPARTED:', 'CANCELED:', 'DISCONTINUED:', 'COMPLETED:'. If absent, MWL Items will not get deleted."
"dcmDeleteUPSPollingInterval","Delete UPS Polling Interval","Polling Interval for deleting Unified Procedure Steps (UPS) in ISO-8601 duration format PnDTnHnMnS. If absent, Unified Procedure Steps will not get deleted."
"dcmDeleteUPSFetchSize","Delete UPS Fetch Size","Maximal number of Unified Procedure Steps (UPS) to delete in one transaction."
"dcmDeleteUPSCompletedDelay","Delete UPS Completed Delay","Delay in ISO-8601 duration format PnDTnHnMn.nS for deleting completed Unified Procedure Steps without Deletion Lock. If absent, completed Unified Procedure Steps without Deletion Lock are deleted immediately."
"dcmDeleteUPSCanceledDelay","Delete UPS Canceled Delay","Delay in ISO-8601 duration format PnDTnHnMn.nS for deleting canceled Unified Procedure Steps without Deletion Lock. If absent, canceled Unified Procedure Steps without Deletion Lock are deleted immediately."
"dcmOverwritePolicy","Overwrite Policy","Overwrite Policy. May be overwritten by configured values for particular Archive Network AEs."
"dcmRecordAttributeModification","Record Attribute Modification","Indicates if modifications of attributes of stored objects are recorded in Items of the Original Attributes Sequence. May be overwritten by configured values for particular Archive Network AE or Archive HL7 Application."
"dcmAcceptMissingPatientID","Accept Missing Patient ID","Indicates if objects without Patient IDs shall be accepted and if a Patient ID shall be created. May be overwritten by configured values for particular Archive Network AEs."
"dcmAcceptConflictingPatientID","Accept Conflicting Patient ID","Indicates if objects with a Patient IDs which differs from the Patient ID in previous received objects of the Study shall be accepted. May be overwritten by configured values for particular Archive Network AEs."
"dcmBulkDataSpoolDirectory","Bulk Data Spool Directory","Path to Bulk Data Spool Directory. May be overwritten by configured values for particular Archive Network AEs."
"dcmHideSPSWithStatusFromMWL","Hide SPS with Status","Scheduled Procedure Step Status codes of MWL items which shall not be returned by the MWL SCP. May be overwritten by configured values for particular Archive Network AEs."
"dcmValidateCallingAEHostname","Validate Calling AE Hostname","Validate Calling AE Hostname or IP Address of Association requestors. May be overwritten by configured values for particular Archive Network AEs."
"dcmPersonNameComponentOrderInsensitiveMatching","Person Name Component Order Insensitive Matching","Indicates if name component order insensitive matching is performed on fuzzy semantic matching of person names. May be overwritten by configured values for particular Archive Network AEs."
"dcmSendPendingCGet","Send Pending C-Get","Enables pending C-GET responses. May be overwritten by configured values for particular Archive Network AEs."
"dcmSendPendingCMoveInterval","Send Pending C-Move Interval","Interval of pending C-MOVE responses in ISO-8601 duration format PnDTnHnMnS; disabled if absent. May be overwritten by configured values for particular Archive Network AEs."
"dcmWadoSupportedSRClasses","Wado Supported SR Classes","Supported SR SOP classes for WADO retrieval"
"dcmWadoSupportedPRClasses","Wado Supported PR Classes","Supported PR SOP classes for WADO retrieval"
"dcmWadoSR2HtmlTemplateURI","Wado SR2 Html Template URI","Specifies URI for the style sheet used to render structured reports to html. May be overwritten by configured values for particular Archive Network AEs."
"dcmWadoSR2TextTemplateURI","Wado SR2 Text Template URI","Specifies URI for the style sheet used to render structured reports to plain text. May be overwritten by configured values for particular Archive Network AEs."
"dcmWadoCDA2HtmlTemplateURI","Wado CDA to HTML Template URI","URL to XSL style sheet inserted as <?xml-stylesheet type=""text/xsl"" href=""<url>"" > in CDA documents returned by WADO-URI service. If absent, the embedded CDI document is returned verbatim. May be overwritten by configured values for particular Archive Network AEs."
"dcmWadoThumbnailViewport","Wado Thumbnail Viewport","Dimension of Thumbnails returned by WADO retrieve of Instance Thumbnails, if no Viewport is specified in the request. Format: <width>,<height>. May be overwritten by configured values for particular Archive Network AEs."
"dcmWadoZIPEntryNameFormat","Wado ZIP Entry Name Format","Format of entry names in ZIP archive returned by WADO-RS. May be overwritten by configured value for particular Archive Network AEs."
"dcmQueryFetchSize","Query Fetch Size","Number of rows fetched from the database at once by the Query Service."
"dcmQueryMaxNumberOfResults","Query Max Number Of Results","Maximal number of return results by C-FIND SCP. If the number of matches extends the limit, the C-FIND request will be refused. 0 = no limitation. May be overwritten by configured values for particular Archive Network AEs."
"dcmQidoMaxNumberOfResults","Qido Max Number Of Results","Maximal number of return results by QIDO-RS Service. 0 = no limitation. May be overwritten by configured values for particular Archive Network AEs."
"dcmFwdMppsDestination","Mpps Forward Destination","Destination to forward MPPS N-CREATE RQ and N-SET RQ. May be overwritten by configured values for particular Archive Network AEs."
"dcmIanDestination","Ian Destination","Destination to send IAN N-CREATE RQ. May be overwritten by configured values for particular Archive Network AEs."
"dcmIanDelay","IAN Delay","Delay in ISO-8601 duration format PnDTnHnMnS after which an IAN for a received study is sent to configured IAN destinations. If absent, IANs are triggered by received MPPS. May be overwritten by configured values for particular Archive Network AEs."
"dcmIanTimeout","IAN Timeout","Timeout in ISO-8601 duration format PnDTnHnMnS for waiting on receive of instances referenced in MPPS; check for completeness forever if absent. May be overwritten by configured values for particular Archive Network AEs."
"dcmIanOnTimeout","IAN On Timeout","Specifies if the IAN is sent if the timeout for waiting on receive of instances referenced is exceeded. May be overwritten by configured values for particular Archive Network AEs."
"dcmIanTaskPollingInterval","IAN Task Polling Interval","Polling Interval for IAN Tasks in ISO-8601 duration format PnDTnHnMnS. IAN disabled, if absent"
"dcmIanTaskFetchSize","IAN Task Fetch Size","Maximal number of IAN Tasks scheduled in one transaction."
"dcmSpanningCFindSCP","Spanning C-Find SCP","AE Title of external C-FIND SCP to forward C-FIND RQs and backward responses according configured Spanning C-Find SCP Policy. May be overwritten by configured values for particular Archive Network AEs."
"dcmSpanningCFindSCPPolicy","Spanning C-Find SCP Policy","Specifies policy for combining matches returned from configured Spanning C-Find SCP with matching entries from the archive DB. SUPPLEMENT (= returns local matches before additional matches from Spanning C-Find SCP ), MERGE (= returns matches from Spanning C-Find SCP before additional local matches), REPLACE (= returns only matches from Spanning C-Find SCP). May be overwritten by configured values for particular Archive Network AEs."
"dcmSpanningCFindSCPRetrieveAET","Spanning C-Find SCP Retrieve AE Title","Specifies Retrieve AE Title(s) in returned matches from Spanning C-Find SCP. Keep original Retrieve AE Title(s) returned by Spanning C-Find SCP if absent. May be overwritten by configured values for particular Archive Network AEs."
"dcmFallbackCMoveSCP","Fallback C-Move SCP","AE Title of external C-MOVE SCP to forward C-MOVE RQs if the requested Entities are not managed by this archive. May be overwritten by configured values for particular Archive Network AEs."
"dcmFallbackCMoveSCPDestination","Fallback C-Move SCP Destination","AE Title of local C-STORE-SCP to be set as Move Destination in C-MOVE RQs forwarded to the external C-MOVE SCP specified by dcmFallbackCMoveSCP"
"dcmFallbackCMoveSCPStudyOlderThan","Fallback C-Move SCP Study Older Than","Specifies threshold for Study Date in format YYYYMMDD for marking received Studies as (potential) incomplete to enforce the retrieve from configured dcmFallbackCMoveSCP"
"dcmFallbackCMoveSCPLeadingCFindSCP","Fallback C-Move SCP Leading C-Find SCP","AE Title of external C-FIND SCP for Verification of Number of Instances retrieved from external C-MOVE SCP specified by dcmFallbackCMoveSCP."
"dcmFallbackCMoveSCPRetries","Fallback C-Move SCP Retries","Maximal number of retries to retrieve not available objects from C-MOVE SCP configured by dcmFallbackCMoveSCP. -1 = forever."
"dcmFallbackWadoURIWebAppName","Fallback WADO-URI Web Application Name","Name of external Web Application to redirect WADO URI requests if the requested Object is not available by this archive. May be overwritten by configured values for particular Archive Network AEs."
"dcmFallbackWadoURIHttpStatusCode","Fallback Wado URI Http Status Code","HTTP Status code of Redirect Response configured by Fallback WADO-URI Web Application Name. May be overwritten by configured values for particular Archive Network AEs."
"dcmAltCMoveSCP","Alternative C-Move SCP","AE Title of alternative C-MOVE SCP to forward C-MOVE RQs if the requested Entities are not located on a local attached Storage"
"dcmCStoreSCUOfCMoveSCP","C-STORE SCU of C-MOVE SCP","Indicates to identify received C-STORE RQs as caused by a forwarded C-MOVE RQs by the Calling AET in the A-Associate-RQ in format <Calling AET>=<C-MOVE-SCP>. Typically <Calling AET> and <C-MOVE-SCP> are equal. If no value is configured for a particular C-MOVE SCP, attribute (0000,1030) Move Originator Application Entity Title in the C-STORE RQ is used to find the corresponding forwarded C-MOVE RQ to forward the received C-STORE RQ to the original Move Destination."
"dcmUPSProcessingPollingInterval","UPS Processing Polling Interval","Polling Interval for Workitems ready for processing in ISO-8601 duration format PnDTnHnMnS."
"dcmUPSProcessingFetchSize","UPS Processing  Fetch Size","Limit result set of DB query for Workitems ready for processing."
"dcmExportTaskPollingInterval","Export Task Polling Interval","Export Task Polling Interval in ISO-8601 duration format PnDTnHnMnS."
"dcmExportTaskFetchSize","Export Task Fetch Size","Limit result set of DB query for Export Tasks ready for processing."
"dcmRetrieveTaskPollingInterval","Retrieve Task Polling Interval","Retrieve Task Polling Interval in ISO-8601 duration format PnDTnHnMnS."
"dcmRetrieveTaskFetchSize","Retrieve Task Fetch Size","Limit result set of DB query for Retrieve Tasks ready for processing."
"dcmRetrieveTaskWarningOnNoMatch","Retrieve Task Warning on no Match","Indicates if the result status of Retrieve Tasks shall be set to WARNING if none of the requested objects was found on the C-MOVE SCP. May be overwritten by configured values for particular Archive HL7 Application."","
"dcmRetrieveTaskWarningOnWarnings","Retrieve Task Warning on Warnings","Indicates if the result status of Retrieve Tasks shall be set to WARNING if there are Warning Sub-Operations, even if the retrieve of all objects was successful. May be overwritten by configured values for particular Archive HL7 Application."","
"dcmPurgeStoragePollingInterval","Purge Storage Polling Interval","Polling Interval for deleting objects in ISO-8601 duration format PnDTnHnMnS."
"dcmPurgeStorageFetchSize","Purge Storage Fetch Size","Maximal number of objects to delete in one task."
"dcmFailedToDeletePollingInterval","Failed to delete Polling Interval","Polling Interval for resolving deletion failures in ISO-8601 duration format PnDTnHnMnS."
"dcmFailedToDeleteFetchSize","Failed to delete Fetch Size","Maximal number of Location records fetched for resolving deletion failures in one query."
"dcmDeleteStudyBatchSize","Delete Study Batch Size","Number of Studies to delete from the Storage System, if the usable space fall below configured Usable Space, before checking the usable space again."
"dcmDeleteStudyChunkSize","Delete Study Chunk Size","Number of Instances deleted in one DB transaction on permanent deletion of Studies."
"dcmDeletePatientOnDeleteLastStudy","Delete Patient On Delete Last Study","Specifies if a Patient shall be deleted on deletion of its last study."
"dcmDeleteRejectedPollingInterval","Delete Rejected Polling Interval","Polling Interval for deleting rejected instances from the DB in ISO-8601 duration format PnDTnHnMnS."
"dcmDeleteRejectedFetchSize","Delete Rejected Fetch Size","Maximal number of rejected instances to delete from the DB in one task."
"dcmMaxAccessTimeStaleness","Maximum Access Time Staleness","Maximal staleness of recorded study accession time in ISO-8601 duration format PnDTnHnMnS. Update of the access time disabled, if absent."
"dcmAECacheStaleTimeout","AE Cache Stale Timeout","Maximal staleness of cached AE in ISO-8601 duration format PnDTnHnMnS. If absent, cached AE entries will not be refetched from LDAP."
"dcmLeadingCFindSCPQueryCacheStaleTimeout","Leading C-Find SCP Query Cache Stale Timeout","Maximal staleness of cached Patient and Study attributes fetched from leading C-Find SCP in ISO-8601 duration format PnDTnHnMnS. If absent, cache Study attributes are only removed on reaching the maximal cache size."
"dcmLeadingCFindSCPQueryCacheSize","Leading C-Find SCP Query Cache Size","Maximum number of cached Patient and Study attributes fetched from leading C-Find SCP."
"dcmAuditSpoolDirectory","Audit Spool Directory","Path to Audit Service Spool Directory."
"dcmAuditPollingInterval","Audit Polling Interval","Polling Interval for aggregating Audit Messages in ISO-8601 duration format PnDTnHnMnS. Audit Message aggregation disabled, if absent."
"dcmAuditAggregateDuration","Audit Aggregate Duration","Audit Message Aggregation Duration in ISO-8601 duration format PnDTnHnMnS. Audit Message aggregation disabled, if absent."
"dcmAuditUnknownStudyInstanceUID","Audit Unknown Study Instance UID","Indicates study instance uid value to be sent in audit message when not known."
"dcmAuditUnknownPatientID","Audit Unknown Patient ID","Indicates patient id value to be sent in audit message when not known."
"dcmShowPatientInfoInSystemLog","Show Patient Info In System Log","Specifies if Patient Information is shown as plain text or hashed in system logs."
"dcmShowPatientInfoInAuditLog","Show Patient Info In Audit Log","Specifies if Patient Information is shown as plain text or hashed in emitted audit messages."
"dcmStowSpoolDirectory","STOW-RS Spool Directory","Path to Directory used by STOW-RS Service to spool Bulkdata of XML/JSON Metadata and Bulk Data Request Messages."
"hl7ORUAction","HL7 ORU Action","Specifies action on receive of HL7 ORU^R01 message: IMPORT_REPORT (= transcode received HL7 ORU^R01 to DICOM SR), MWL_COMPLETED (= set Status of matching MWL items to COMPLETED). May be overwritten by configured values for particular Archive HL7 Application."
"hl7PatientUpdateTemplateURI","HL7 Patient Update Template URI","Specifies URI for the style sheet used by HL7v2 Patient Update Service. May be overwritten by configured values for particular Archive HL7 Application."
"hl7ImportReportTemplateURI","HL7 Import Report Template URI","Specifies URI for the style sheet to transcode received HL7 ORU^R01 to DICOM SR. May be overwritten by configured values for particular Archive HL7 Application."
"hl7ImportReportTemplateParam","HL7 Import Report Template Parameter","XSLT parameters passed to style sheet specified by HL7 Import Report Template URI. Format: {name}={value}. E.g.: 'langCodeValue=et', 'langCodingSchemeDesignator=RFC5646', 'langCodeMeaning=Estonian'. May be overwritten by configured values for particular Archive HL7 Application."
"hl7ScheduleProcedureTemplateURI","HL7 Schedule Procedure Template URI","Specifies URI for the style sheet to transcode received HL7 ORM^O01, OMI^O23, OMG^O19 to DICOM MWL items. May be overwritten by configured values for particular Archive HL7 Application."
"hl7OutgoingPatientUpdateTemplateURI","HL7 Outgoing Patient Update Template URI","Specifies URI for the style sheet to transcode DICOM object patient attributes to HL7 ADT messages."
"hl7ScheduledProtocolCodeInOrder","HL7 Schedule Protocol Code in Order","Specifies location of Scheduled Protocol Code in received HL7 Order message. May be overwritten by configured values for particular Archive HL7 Application."
"hl7ScheduledStationAETInOrder","HL7 Schedule Station AET in Order","Specifies location of Scheduled Station AE Title in received HL7 Order message. Should not be configured for HL7 v2.5.1 OMI^O23 with IPC segment. If absent or no value is provided in the configured field, the Scheduled Station AE Title is selected according configured rules. May be overwritten by configured values for particular Archive HL7 Application."
"hl7LogFilePattern","HL7 Log File Pattern","Path to HL7 messages which will be captured exactly as received. If absent, there is no logging. May be overwritten by configured values for particular Archive HL7 Application. eg. ${jboss.server.data.dir}/hl7/${date,yyyy/MM/dd}/${SerialNo}-${MSH-9}.hl7"
"hl7ErrorLogFilePattern","HL7 Error Log File Pattern","Path to HL7 messages which will be captured exactly as received, when processing of HL7 messages fails. If absent, there is no logging. May be overwritten by configured values for particular Archive HL7 Application. eg. ${jboss.server.data.dir}/hl7-error/${date,yyyy/MM/dd}/${SerialNo}-${MSH-9}.hl7"
"hl7NoPatientCreateMessageType","HL7 No Patient Create Message Type","Message Type(s) (MessageType^TriggerEvent) of HL7 messages which are only processed, if there is already a Patient record in the database, which Patient ID matches the Patient ID in the PID or MRG segment of the message. Thus no new Patient record will be created by messages of the specified types. May be overwritten by configured values for particular Archive HL7 Application."
"hl7PatientArrivalMessageType","HL7 Patient Arrival Message Type","Message Type of HL7 messages which triggers the change the status of Scheduled Procedure Steps associated with the Patient from SCHEDULED to ARRIVED. If absent, the status of Scheduled Procedure Steps will not be affected by HL7 ADT messages. May be overwritten by configured values for particular Archive HL7 Application."
"dcmUnzipVendorDataToURI","Unzip Vendor Data To URI","Specifies URI of directory into which ZIP stream in Device Vendor Data attribute will be extracted"
"dcmPurgeQueueMessagePollingInterval","Purge Queue Messages Polling Interval","Polling Interval for purging queue messages in ISO-8601 duration format PnDTnHnMnS. If absent, there is no deletion"
"dcmWadoSpoolDirectory","Wado-RS Spool Directory","Path to Wado-RS spool directory used to aggregate uncompressed frames."
"dcmRejectExpiredStudiesPollingInterval","Reject Expired Studies Polling Interval","Polling Interval for rejecting expired Studies and Series in ISO-8601 duration format PnDTnHnMnS. If absent, neither expired Studies nor Series will be rejected automatically"
"dcmRejectExpiredStudiesSchedule","Reject Expired Studies Schedule","Limits Rejection of Expired Studies to specified times in format 'hour=[0-23] dayOfWeek=[0-6]' (0=Sunday)."
"dcmRejectExpiredStudiesFetchSize","Reject Expired Studies Fetch Size","Maximal number of expired Studies fetched in one query; If absent, expired Studies will not be rejected automatically"
"dcmRejectExpiredSeriesFetchSize","Reject Expired Series Fetch Size","Maximal number of expired Series fetched in one query; If absent, expired Series will not be rejected automatically"
"dcmRejectExpiredStudiesAETitle","Reject Expired Studies AE Title","AE Title of Local Application Entity performing the automatic rejection of expired Studies and Series. If absent, neither expired Studies nor Series will be rejected automatically."
"dcmStorePermissionServiceURL","Store Permission Service URL","URL of Store Permission Service which will be invoked on receive of the first object of a study by any AE. {<dicomTag>} will be replaced by the value of the attribute in the object. E.g. http(s)://<store-permission-service-provider-host>:<store-permission-service-provider-port>/storage-permission/study/{0020000D}?patientId={00100020}&patientIdIssuer={00100021}&studyDescription={00081030,urlencoded}. May be overwritten by configured value for particular Archive Network AEs."
"dcmStorePermissionServiceResponse","Store Permission Service Response","Emulate Store Permission Service Response on receive of the first object of a study by any AE. {<dicomTag>} will be replaced by the value of the attribute in the object. Only effective if no Store Permission Service URL is configured. May be overwritten by configured value for particular Archive Network AEs."
"dcmStorePermissionServiceResponsePattern","Store Permission Service Response Pattern","Regular Expression applied to responses from Store Permission Service to determine agreement for storage. E.g. ""validation""\s*:\s*""true"" . If absent, every success response will be treated as agreement for storage. May be overwritten by configured value for particular Archive Network AEs."
"dcmStorePermissionServiceErrorCommentPattern","Store Permission Service Error Comment Pattern","Regular Expression applied to responses from Store Permission Service to extract Error Comment. E.g. ""errorcomment""\s*:\s*""(.*)"". If absent, ""Storage denied."" will be used as Error Comment. May be overwritten by configured values for particular Archive Network AEs."
"dcmStorePermissionServiceErrorCodePattern","Store Permission Service Error Code Pattern","Regular Expression applied to responses from Store Permission Service to extract Error Code in hexadecimal. E.g. ""errorcode""\s*:\s*""(\p{XDigit}{4})"". If absent, the Error Code will be 0124H (Not Authorized). May be overwritten by configured values for particular Archive Network AEs."
"dcmStorePermissionServiceExpirationDatePattern","Store Permission Service Expiration Date Pattern","Regular Expression applied to responses from Store Permission Service to extract the initial Study Expiration Date. E.g. ""expirationdate""\s*:\s*""([0-9]{8})"". If absent, locally configured Study Retention Policy Rules will be applied. May be overwritten by configured values for particular Archive Network AEs."
"dcmStorePermissionCacheStaleTimeout","Store Permission Cache Stale Timeout","Maximal staleness of cached responses from Storage Permission Service in ISO-8601 duration format PnDTnHnMnS. If absent, cached responses are only removed on reaching the maximal cache size."
"dcmStorePermissionCacheSize","Store Permission Cache Size","Maximum number of cached responses from Storage Permission Service."
"dcmMergeMWLCacheStaleTimeout","Merge MWL Cache Stale Timeout","Maximal staleness of Request Attributes extracted from matching DICOM MWL items in ISO-8601 duration format PnDTnHnMnS. If absent, cached Request Attributes are only removed on reaching the maximal cache size."
"dcmMergeMWLCacheSize","Merge MWL Cache Size","Maximum number of cached Request Attributes extracted from matching DICOM MWL items."
"dcmStoreUpdateDBMaxRetries","Store Update DB Maximum Number of Retries","Maximum number of retries to update the database on storage."
"dcmStoreUpdateDBMinRetryDelay","Minimal Store Update DB Delay of Retry","Minimal Delay in ms between retries to update the database on storage."
"dcmStoreUpdateDBMaxRetryDelay","Maximal Store Update DB Delay of Retry","Maximal Delay in ms between retries to update the database on storage."
"dcmAllowRejectionForDataRetentionPolicyExpired","Allow Rejection For Data Retention Policy Expired","Allow Rejection For Data Retention Policy Expired. May be overwritten by configured values for particular Archive Network AEs."
"dcmAllowDeleteStudyPermanently","Allow Delete Study permanently","Allow to delete Study permanently. REJECTED = only already rejected Studies. May be overwritten by configured values for particular Archive Network AEs."
"dcmAllowDeletePatient","Allow Delete Patient","Allow permanent deletion of Patients. Enumerated values: NEVER, ALWAYS, WITHOUT_STUDIES. If absent, WITHOUT_STUDIES will be applied."
"dcmPurgeStgCmtCompletedDelay","Purge Storage Commitment Completed Delay","Delay in ISO-8601 duration format PnDTnHnMnS after which results of completed Storage Commitment requests are purged. If absent, there is no deletion."
"dcmPurgeStgCmtPollingInterval","Purge Storage Commitment Polling Interval","Polling Interval for purging Storage Commitment Results in ISO-8601 duration format PnDTnHnMnS. If absent, there is no deletion"
"dcmDefaultCharacterSet","Default Character Set","Value of Specific Character Set (0008,0005) added to Data Sets of C-STORE RQs and pending C-FIND RSPs without Specific Character Set (0008,0005) attribute received by any AE. May be overwritten by configured values for particular Archive Network AEs."
"dcmUPSWorklistLabel","UPS Worklist Label","Value of Worklist Label (0074,1202) of created UPS by any Network AE, if the UPS Push SCU or UPS-RS User Agent does not provide a value for this attribute. If absent, the AE Title of the receiving AE will be used. May be overwritten by configured values for particular Archive Network AEs."
"dcmUPSEventSCU","UPS Event SCU","AE Title of UPS Event SOP Class SCU, to which UPS Event Reports are sent - independently if the subscription was created by the N-ACTION DIMSE service, or by a corresponding UPS RESTful service. May be overwritten by configured values for particular Archive Network AEs."
"dcmUPSEventSCUKeepAlive","UPS Event SCU Keep Alive","Timeout in ms to keep associations to UPS Event SCUs alive. If absent, associations will not be reused for sending multiple UPS Event Reports to one UPS Event SCU. May be overwritten by configured values for particular Archive Network AEs."
"dcmRetrieveAET","Retrieve AE Title","Specifies Retrieve AE Titles associated with received DICOM objects. If absent, the Called AE Title of the receiving AE will be used. May be overwritten by configured values for particular Archive Network AEs."
"dcmReturnRetrieveAET","Return Retrieve AE Title","Retrieve AE Title returned in C-FIND and QIDO responses. If absent, the Retrieve AET associated with the archived entity will be returned. May be overwritten by configured values for particular Archive Network AEs."
"dcmMultipleStoreAssociations","Multiple Store Associations","Number of Storage Associations used for retrieve of Composite Objects. C-STORE SCP specific numbers can be specified by prefix '<AETitle>:'. If absent, only one Association will be used. May be supplemented by configured Multiple Store Associations for particular Archive Network AEs."
"dcmExternalRetrieveAEDestination","External Retrieve AE Destination","AE Title of local C-STORE-SCP to be set as Move Destination in C-MOVE RQs forwarded to external retrieve AE. May be overwritten by configured values for particular Archive Network AEs."
"dcmXDSiImagingDocumentSourceAETitle","XDS-I Imaging Document Source AE Title","AE Title of local Application Entity associated with XDS-I Imaging Document Source."
"dcmQueueTasksFetchSize","Queue Tasks Fetch Size","Maximal number of Tasks rescheduled or deleted or canceled in one transaction."
"dcmRemapRetrieveURL","Remap Retrieve URL","Remap Retrieve URL used in QIDO-RS and WADO-RS Metadata responses. Optionally prefixed with ""[<http-client-host>]"". E.g.: ""[cache-proxy]http://cache-proxy:8080"". If absent or if the specified <http-client-host> does not match, scheme and server authority of the QIDO-RS or WADO-RS request URL are used."
"dcmProxyUpstreamURL","Proxy Upstream URL","URL for the upstream endpoint that shall be proxied."
"dcmAudit2JsonFhirTemplateURI","Audit to json+fhir Template URI","Specifies URI for the style sheet to transcode Audit Message to a FHIR JSON Resource Audit Event"
"dcmAudit2XmlFhirTemplateURI","Audit to xml+fhir Template URI","Specifies URI for the style sheet to transcode Audit Message to a FHIR XML Resource Audit Event"
"dcmCopyMoveUpdatePolicy","Copy Move Update Policy","Specifies update policy for attributes of the destination Study on Copy/Move of Instances from another Study. May be overwritten by configured values for particular Archive Network AEs."
"dcmLinkMWLEntryUpdatePolicy","Link MWL Entry Update Policy","Specifies update policy for Study attributes on Link of Instances of another Study with a MWL Entry referring an existing Study. May be overwritten by configured values for particular Archive Network AEs."
"dcmStorageVerificationPolicy","Storage Verification Policy","DB_RECORD_EXISTS: only check for existence of DB records, OBJECT_EXISTS: check if object exists on Storage System, OBJECT_SIZE: check size of object on Storage System, OBJECT_FETCH: fetch object from Storage System), OBJECT_CHECKSUM: recalculate checksum of object on Storage System, S3_MD5SUM: check MD5 checksum of object on S3 Storage System. May be overwritten by configured values for particular Archive Network AEs."
"dcmStorageVerificationUpdateLocationStatus","Storage Verification Update Location Status","Indicates if the Status of the Location DB record shall be updated on Storage Verification accordingly. Not effective with Storage Verification Policy: DB_RECORD_EXISTS. False if absent. May be overwritten by configured values for particular Archive Network AEs."
"dcmStorageVerificationStorageID","Storage Verification Storage IDs","Indicates that for successful Storage Verification the object must be stored on (one of) the specified Storage System. If absent, successful verification of the storage on any Storage System is sufficient. Not effective with Storage Validation Policy: DB_RECORD_EXISTS. May be overwritten by configured values for particular Archive Network AEs."
"dcmStorageVerificationAETitle","Storage Verification AE Title","Archive AE Title used for scheduled Storage Verifications."
"dcmStorageVerificationBatchID","Storage Verification Batch ID","Batch ID of Storage Verification Tasks triggered by scheduler."
"dcmStorageVerificationInitialDelay","Storage Verification Initial Delay","Delay of first Storage Verification of a Series after it was received. May be overwritten by configured values for particular Archive Network AEs."
"dcmStorageVerificationPeriod","Storage Verification Period","Period in which the storage of individual Series is verified. If absent, storage of individual Series are only verified once after configured Storage Verification Initial Delay."
"dcmStorageVerificationMaxScheduled","Maximal scheduled Storage Verifications","Maximal number of scheduled Storage Verification tasks on this device. Shall be set > 0 to distribute tasks over nodes of a clustered archive."
"dcmStorageVerificationPollingInterval","Storage Verification Polling Interval","Polling Interval for Series scheduled for Storage Verification in ISO-8601 duration format PnDTnHnMnS."
"dcmStorageVerificationSchedule","Storage Verification Schedule","Limits Storage Verification to specified times in format 'hour=[0-23] dayOfWeek=[0-6]' (0=Sunday)."
