"property","title","description"
"dcmUPSScheduledHumanPerformerOrganization","अनुसूचित मानवी परफॉर्मर संस्था","तयार केलेल्या UPS मध्ये अनुसूचित मानवी परफॉर्मर्स सीक्वेन्स (००४०,४०३४) च्या आयटममधील मानव परफॉरमर्स संस्थाचे मूल्य (००४०,४०३६). पूर्वीचा UPS रेकॉर्डच्या डेटासेटमधील {attributeID} च्या मूल्याने बदलले जाईल. उदाहरण : {ResponsibleOrganization}."
"dcmAdmissionID","प्रवेश ID","तयार केलेल्या UPS मधील प्रवेश ID (००३८,००१०) चे मूल्य. पूर्वीचा UPS रेकॉर्डच्या डेटासेटमधील {attributeID} च्या मूल्याने बदलले जाईल. उदाहरण : {AdmissionID}."
"dicomIssuerOfAdmissionID","प्रवेश ID क्रम चा जारीकर्ता","तयार केलेल्या UPS मधील प्रवेश ID चा जारीकर्ता क्रम (००३८,००१४) च्या आयटममधील स्थानिक नेमस्पेस एंटिटी ID (००४०,००३१), यूनिवर्सल एंटिटी ID (००४०,००३२) व यूनिवर्सल एंटिटी ID प्रकार (००४०,००३३) चे मूल्य, या प्रारूपात : <रुग्णाचे ID चा जारीकर्ता> [& <यूनिवर्सल एंटिटी ID> & <यूनिवर्सल एंटिटी ID प्रकार>]."
"dcmUPSIncludeStudyInstanceUID","अभ्यास दृष्टांत UID सामावणे","तयार केलेल्या UPS मधील पूर्वीचा UPS रेकॉर्डच्या अभ्यास दृष्टांत UID (००२०,०००डी) ला सामावण्यासाठी दर्शविते."
"dcmUPSIncludeReferencedRequest","संदर्भित विनंती सामावणे","तयार केलेल्या UPS मधील संदर्भित विनंती क्रम (००४०,ए३७०) च्या आयटममध्ये पूर्वीचा UPS रेकॉर्डच्या अभ्यास दृष्टांत UID (००२०,०००डी) व निर्दिष्ट एक्सेसियन क्रमांक (०००८,००५०), विनंती केलेली प्रक्रियाची ID (००४०,१००१) व विनंती करणारी सेवा (००३२,१०३३) ला सामावण्यासाठी दर्शविते. निर्दिष्ट केलेले नसेल तर, रिकामे संदर्भित विनंती क्रम (००४०,ए३७०) सामावले जाईल."
"dcmAccessionNumber","एक्सेसियन क्रमांक","तयार केलेल्या UPS मधील संदर्भित विनंती क्रम (००४०,ए३७०) च्या आयटममध्ये एक्सेसियन क्रमांक (०००८,००५०) चे मूल्य. पूर्वीचा UPS रेकॉर्डच्या डेटासेटमधील {attributeID} च्या मूल्याने बदलले जाईल. उदाहरण : {AccessionNumber}."
"dicomIssuerOfAccessionNumber","एक्सेसियन क्रमांक चा जारीकर्ता","तयार केलेल्या UPS मधील संदर्भित विनंती क्रम (००४०,ए३७०) च्या आयटममध्ये एक्सेसियन क्रमांक क्रम चा जारीकर्ता (०००८,००५१) च्या आयटममध्ये स्थानिक नेमस्पेस एंटिटी ID (००४०,००३१), यूनिवर्सल एंटिटी ID (००४०,००३२) व यूनिवर्सल एंटिटी ID प्रकार (००४०,००३३) चे मूल्य, या प्रारूपात : <रुग्णाचे ID चा जारीकर्ता> [& <यूनिवर्सल एंटिटी ID> & <यूनिवर्सल एंटिटी ID प्रकार>]."
"dcmRequestedProcedureID","विनंती करणाऱ्या प्रक्रिया ची ID","तयार केलेल्या UPS मधील संदर्भित विनंती क्रम (००४०,ए३७०) च्या आयटममध्ये विनंती करणाऱ्या प्रक्रिया ID (००४०,१००१) चे मूल्य. पूर्वीचा UPS रेकॉर्डच्या डेटासेटमधील {attributeID} च्या मूल्याने बदलले जाईल. उदाहरण : {StudyID}."
"dcmRequestedProcedureDescription","विनंती करणाऱ्या प्रक्रिया चे वर्णन","तयार केलेल्या UPS मधील संदर्भित विनंती क्रम (००४०,ए३७०) च्या आयटममध्ये विनंती करणाऱ्या प्रक्रिया वर्णन (००३२,१०६०) चे मूल्य. पूर्वीचा UPS रेकॉर्डच्या डेटासेटमधील {attributeID} च्या मूल्याने बदलले जाईल. उदाहरण : {StudyDescription}."
"dcmRequestingPhysician","विनंती करणारा वैद्य","तयार केलेल्या UPS मधील संदर्भित विनंती क्रम (००४०,ए३७०) च्या आयटममध्ये विनंती करणारा वैद्य (००३२,१०३२) चे मूल्य. पूर्वीचा UPS रेकॉर्डच्या डेटासेटमधील {attributeID} च्या मूल्याने बदलले जाईल. उदाहरण : {PerformingPhysicianName}."
"dcmRequestingService","विनंती करणारी सेवा","तयार केलेल्या UPS संदर्भित विनंती क्रमाच्या (००४०,ए३७०) आयटममधील विनंती सेवेचे मूल्य (००३२,१०३३). पूर्वीचा UPS रेकॉर्डच्या डेटासेटमधील {attributeID} च्या मूल्याने बदलले जाईल. उदाहरण : {StudyDescription}."
"dcmURI","XSL स्टाइलशीट URI","तयार केलेल्या UPS च्या विशेषता समाविष्ट करून ट्रान्सकोड करणाऱ्या XSL स्टाइलशीट URI निर्दिष्ट करते."
"dcmNoKeywords","विशेषता कीवर्ड नाहीत","विशेषता कीवर्ड्स (ज्यांना XSLT मध्ये पाठवले जाते) ना DICOM XML मधून वगळण्याचे सूचित करते."
