"property","title","description"
"dicomOrderFillerIdentifier","オーダー フィラー 識別子","この デバイスに よって 作成された または クエリされた SOP インスタンスの 中で、 「オーダー フィラー 識別子 シーケンス (0040,0027)」 アイテムの 中で 「ローカル 名前空間 エンティティ ID (0040,0031)」、 「ユニバーサル エンティティ ID (0040,0032)」 と 「ユニバーサル エンティティ ID タイプ (0040,0033)」 の デフォルト値。 形式 : <Local Namespace Entity ID>['&'<Universal Entity ID>'&'<Universal Entity ID Type>]"
"dicomIssuerOfAdmissionID","アドミッション IDの 発行者","この デバイスに よって 作成された または クエリされた SOP インスタンスの 中で、 「アドミッション 番号の 発行者 シーケンス (0038,0014)」 アイテムの 中で「ローカル 名前空間 エンティティ ID (0040,0031)」、 「ユニバーサル エンティティ ID (0040,0032)」 と 「ユニバーサル エンティティ ID タイプ (0040,0033)」 の デフォルト値。 形式 : <Local Namespace Entity ID>['&'<Universal Entity ID>'&'<Universal Entity ID Type>]"
"dicomIssuerOfServiceEpisodeID","サービス エピソード IDの 発行者","この デバイスに よって 作成された または クエリされた SOP インスタンスの 中で、 「サービス エピソード IDの 発行者 シーケンス (0038,0064)」 アイテムの 中で 「ローカル 名前空間 エンティティ ID (0040,0031)」、 「ユニバーサル エンティティ ID (0040,0032)」 と 「ユニバーサル エンティティ ID タイプ (0040,0033)」 の デフォルト値。 形式 : <Local Namespace Entity ID>['&'<Universal Entity ID>'&'<Universal Entity ID Type>]"
"dicomIssuerOfContainerIdentifier","コンテナー 識別子の 発行者","この デバイスに よって 作成された または クエリされた SOP インスタンスの 中で、 「コンテナー 識別子の 発行者 シーケンス (0040,0513)」 アイテムの 中で 「ローカル 名前空間 エンティティ ID (0040,0031)」、 「ユニバーサル エンティティ ID (0040,0032)」 と 「ユニバーサル エンティティ ID タイプ (0040,0033)」 の デフォルト値。 形式 : <Local Namespace Entity ID>['&'<Universal Entity ID>'&'<Universal Entity ID Type>]"
"dicomIssuerOfSpecimenIdentifier","検体 識別子の 発行者","この デバイスに よって 作成された または クエリされた SOP インスタンスの 中で、 「検体 識別子の 発行者 シーケンス (0040,0562)」 アイテムの 中で 「ローカル 名前空間 エンティティ ID (0040,0031)」、 「ユニバーサル エンティティ ID (0040,0032)」 と 「ユニバーサル エンティティ ID タイプ (0040,0033)」 の デフォルト値。 形式 : <Local Namespace Entity ID>['&'<Universal Entity ID>'&'<Universal Entity ID Type>]"
"dicomAuthorizedNodeCertificateReference","承認済み ノードの 証明書 リファレンス","この デバイスへの 接続が 承認されて いる ノードの 証明書の DN"
"dicomThisNodeCertificateReference","この ノード 証明書 リファレンス","この ノードの パブリック 証明書の DN"
"dicomInstalled","インストール済み","この デバイスが 現在 ネットワークに インストールされて いるか どうかを 示しされた ブーリアン。"
"dicomNetworkConnection","ネットワーク 接続","デバイスの ネットワーク 接続"
"dicomNetworkAE","ネットワーク AEs","デバイスに よって 提供される アプリケーション エンティティ"
"dcmDevice","デバイス 拡張","デバイス 属性の「dcm4che」 独自 属性"
