"property","title","description"
"dcmUserIdentityNegotiationKeycloakClientID","ユーザー 身元 ネゴシエーション キークローク クライアント ID","渡された ユーザー名と パスワード または JSON Web トークンを 確認 する ための キークローク 接続 構成を 参照 する キークローク クライアント ID。 デバイス レベルで 指定された 値を 上書きします。"
"dcmPersonNameComponentOrderInsensitiveMatching","個人名 コンポーネントの 順序を 区別しない マッチング","この AEに よって 名前 コンポーネントの 順序を 区別しない マッチングが 個人名の ファジー セマンティック マッチングで 実行されるか どうかを 示します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmSendPendingCGet","保留中の C-Getを 送信 する","保留中の C-GET 応答を 有効に します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmSendPendingCMoveInterval","送信 未決 C-Move 間隔","未決の C-MOVE 応答の ISO-8601 期間 形式 PnDTnHnMnSで 間隔。 デバイス レベルで 指定された 値を 上書きします。"
"dcmWadoSR2HtmlTemplateURI","WADO SR から HTMLに テンプレート URI","構造化 レポートを HTMLに レンダリング する ために 使用される スタイルシートの URIを 指定します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmWadoSR2TextTemplateURI","WADO SR から テキストに テンプレート URI","構造化 レポートを 平文に レンダリング する ために 使用される スタイルシートの URIを 指定します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmWadoCDA2HtmlTemplateURI","WADO CDA から HTMLに テンプレート URI","WADO-URI サービスから 返された CDA ドキュメントの 中で 流し込んだ XSL スタイルシートへの URL <?xml-stylesheet type=""text/xsl"" href=""<url>"" >。 存在しない 場合、 埋め込まれた CDA ドキュメントは その まま 返されます。 デバイス レベルで 指定された 値を 上書きします。"
"dcmWadoThumbnailViewport","WADO サムネイル ビューポート","要求で ビューポートが 指定されて いない 場合、 インスタンス サムネイルの WADO 読み出し時 返される サムネイルの 寸法。 形式 : <width>,<height>。 デバイス レベルで 指定された 値を 上書きします。"
"dcmWadoZIPEntryNameFormat","WADO ZIP エントリ名の 形式","WADO-RSに よって 返される ZIP アーカイブ内の エントリ名の 形式。 デバイス レベルで 指定された 値を 上書きします。"
"dcmQueryMaxNumberOfResults","クエリの 結果の 最大数","C-FIND SCPに よる 戻り 結果の 最大数。 一致の 数が 制限を 超えると、 C-FIND 要求は 拒否されます。 0 = 制限なし。 デバイス レベルで 指定された 値を 上書きします。"
"dcmQidoMaxNumberOfResults","QIDO 結果の 最大数","QIDO-RS サービスに よる 戻り 結果の 最大数。 0 = 制限なし。 デバイス レベルで 指定された 値を 上書きします。"
"dcmFwdMppsDestination","MPPS 転送 宛先","MPPS N-CREATE RQと N-SET RQを転送 する 宛先。 デバイス レベルで 指定された 値を 上書きします。"
"dcmIanDestination","IAN 宛先","IAN N-CREATE RQの 宛先。 デバイス レベルで 指定された 値を 上書きします。"
"dcmIanDelay","IAN 遅延","構成された IAN 宛先に 受信した 検査の IANを 送信するために ISO-8601 期間 形式 PnDTnHnMnSで 遅延の 値。 デバイス レベルで 指定された 値を 上書きします。"
"dcmIanTimeout","IAN タイムアウト","MPPSで 参照される インスタンスの 受信を 待機するための ISO-8601 期間 形式 PnDTnHnMnSで タイムアウト。 デバイス レベルで 指定された 値を 上書きします。"
"dcmIanOnTimeout","タイムアウト時の IAN","参照された インスタンスの 受信を 待機 する ための タイムアウトを 超えた 場合に IANが 送信されるか どうかを 指定します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmSpanningCFindSCP","スパニング C-Find SCP","構成された「スパニング C-Find SCP ポリシー」に 従って C-FIND RQと 後方 応答を 転送 するに 外部 C-FIND SCPの AE タイトル。 デバイス レベルで 指定された 値を 上書きします。"
"dcmSpanningCFindSCPPolicy","スパニング C-Find SCP ポリシー","構成された スパニング C-Find SCPから 返された マッチと アーカイブ DBからの 一致 する エントリを 組み合わせる ための ポリシーを 指定します。 SUPPLEMENT (= スパニング C-Find SCPからの 追加 マッチの 前に 局所的 マッチを 返す), MERGE (= 追加の 局所的 マッチの 前に スパニング  C-Find SCPからの マッチを 返す), REPLACE (= スパニング C-Find SCPからの マッチ のみを 返す)。 デバイス レベルで 指定された 値を 上書きします。"
"dcmSpanningCFindSCPRetrieveAET","スパニング C-Find SCP 読み出し AE タイトル","スパニング C-Find SCPから 返された 一致の 読み出し AE タイトルを 指定します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmFallbackCMoveSCP","フォールバック C-Move SCP","要求された エンティティが この アーカイブに よって 管理されて いない 場合に C-MOVE RQを 転送 する ための 外部 C-MOVE SCPの AE タイトル。 デバイス レベルで 指定された 値を 上書きします。"
"dcmFallbackCMoveSCPStudyOlderThan","フォールバック C-Move SCP 検査 指定された 敷居値より 古い","構成された 「フォールバック C-Move SCP」 からの 読み出しを 強制する ために、 受信した 検査を (潜在的な) 不完全として マーク する ために、 YYYYMMDD 形式で 検査 日付の 敷居値を 指定します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmFallbackCMoveSCPDestination","フォールバック C-Move SCP 宛先","「フォールバック C-Move SCP」で 指定された 外部 C-MOVE SCPに 転送される C-MOVE RQで 移動 宛先として 設定される 局所的 C-STORE-SCPの AE タイトル デバイス レベルで 指定された 値を 上書きします。"
"dcmFallbackCMoveSCPLeadingCFindSCP","フォールバック C-Move SCP 先頭の C-Find SCP","「フォールバック C-Move SCP」 に よって 指定された 外部 C-MOVE SCPから 読み出しされた インスタンスの 数を 検証 する ための 外部 C-FIND SCPの AE タイトル。 デバイス レベルで 指定された 値を 上書きします。"
"dcmFallbackCMoveSCPRetries","フォールバック C-Move SCP 再試行","「フォールバック C-Move SCP」に よって 構成された C-MOVE SCPから 使用できない オブジェクトを 読み出す ための 最大 再試行 回数。 -1 = 永久。 デバイス レベルで 指定された 値を 上書きします。"
"dcmFallbackWadoURIWebAppName","フォールバック WADO-URI ウェブ アプリケーション名","要求された オブジェクトが この アーカイブで 利用できない 場合に WADO URI 要求を リダイレクト する 外部 ウェブ アプリケーションの 名前。 デバイス レベルで 指定された 値を 上書きします。"
"dcmFallbackWadoURIHttpStatusCode","フォールバック WADO-URI HTTP ステータス コード","フォールバック WADO-URI ウェブ アプリケーション名で 構成された リダイレクト 応答の HTTP ステータス コード。 デバイス レベルで 指定された 値を 上書きします。"
"dcmAltCMoveSCP","代替 C-Move SCP","要求された エンティティが 局所的に 接続された 格納にない 場合に C-MOVE RQを 転送するための 代替 C-MOVE SCPの AE タイトル。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorePermissionServiceURL","保存 許可 サービス URL","この AEに よって 受信された 検査の 最初の オブジェクトに 呼び出される 保存 許可 サービスの URL。 {<dicomTag>} は オブジェクトの 属性の 値に 置き換えられます。 例 : http(s)://<store-permission-service-provider-host>:<store-permission-service-provider-port>/storage-permission/study/{0020000D}?patientId={00100020}&patientIdIssuer={00100021}&studyDescription={00081030,urlencoded}。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorePermissionServiceResponse","保存 許可 サービス 応答","この AEから 受信した 検査の 最初の オブジェクトに ストア 許可 サービス 応答を 倣します。 {<dicomTag>} は オブジェクトの 属性の 値に 置き換えられます。 「保存 許可 サービス URL」が 構成されて いない 場合に のみ 有効です。 例 : patientID={00100020},patientName={00100010},errorCode=0110H,errorComment=errorMessage。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorePermissionServiceResponsePattern","保存 許可 サービス 応答 パターン","格納の 合意を 決定する ために 保存 許可 サービスからの 応答に 適用される 正規表現。 例 : ""validation""\s*:\s*""true"" または '(?<=patientName=)[^null].*?(?=,)'。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorePermissionServiceErrorCommentPattern","保存 許可 サービス エラー コメント パターン","エラー コメントを 抽出 する ために 保存 許可 サービスからの 応答に 適用される 正規表現。 例 : ""errorcomment""\s*:\s*""(.*)""。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorePermissionServiceErrorCodePattern","保存 許可 サービス エラー コード パターン","16 進数で エラー コードを 抽出 する ために 保存 許可 サービスからの 応答に 適用される 正規表現。 例 : ""errorcode""\s*:\s*""(\p{XDigit}{4})""。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorePermissionServiceExpirationDatePattern","保存 許可 サービス 期限 日付 パターン","初期 検査 期限 日付を 抽出 する ために 保存 許可 サービスからの 応答に 適用される 正規表現。 例 : ""expirationdate""\s*:\s*""([0-9]{8})""。 デバイス レベルで 指定された 値を 上書きします。"
"dcmAllowRejectionForDataRetentionPolicyExpired","期限切れに データ 保持 ポリシーの 拒否を 許可 する","期限切れに データ 保持 ポリシーの 拒否を 許可 する。 デバイス レベルで 指定された 値を 上書きします。"
"dcmAllowDeleteStudyPermanently","検査の 完全 削除の 許可","検査の 完全 削除の 許可。 REJECTED = すでに 拒否された 検査のみ。 デバイス レベルで 指定された 値を 上書きします。"
"dcmAllowDeletePatient","患者の 完全 削除の 許可","患者の 完全 削除の 許可。 列挙値 : NEVER, ALWAYS, WITHOUT_STUDIES。 デバイス レベルで 指定された 値を 上書きします。"
"dcmDefaultCharacterSet","デフォルト 文字 セット","この AEに よって 受信された, 「C-STORE RQ」と 「特定の 文字 セット (0008,0005) なくして 保留中の C-FIND RSP」に 追加した 特定の 文字 セット (0008,0005) の 値。 デバイス レベルで 指定された 値を 上書きします。"
"dcmUPSWorklistLabel","UPS ワークリスト ラベル","UPS Push SCU または UPS-RS User Agentが この 属性の 値を 提供しない 場合, この AEに よって 作成された UPSの 中で ワークリスト ラベルの 値 (0074,1202)。 存在しない 場合は、 受信 AEの AE タイトルが 使用されます。 デバイス レベルで 指定された 値を 上書きします。"
"dcmUPSEventSCU","UPS イベント SCU","この ネットワーク AEに よって 作成された サブスクリプションの ために UPS イベント レポートの 送信先と なる UPS イベント SOP クラス SCUの AE タイトル - 独立的に サブスクリプションが N-ACTION DIMSE サービス または 対応 する UPS RESTful サービスに よって 作成された 場合です。 デバイス レベルで 指定された 値を 上書きします。"
"dcmUPSEventSCUKeepAlive","UPS イベント SCU 生き 続ける","UPS イベント SCUへの 関連付けを 生き 続ける タイムアウト (ミリ秒)。 存在しない 場合、 関連付けは 1つの UPS イベント SCUに 複数の UPS イベント レポートを 送信 する ために 再利用されません。 デバイス レベルで 指定された 値を 上書きします。"
"dcmRetrieveAET","読み出し AE タイトル","この ネットワーク AEに よって 受信した DICOM インスタンスに 関連付けられた 読み出し AE タイトルを 指定 します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmReturnRetrieveAET","返し 読み出し AE タイトル","C-FIND と QIDO 応答で 返された 読み出し AE タイトル。 存在しない 場合、 読み出し AEに 関連付けられて いる 呼び出された AE タイトルが 返されます。 デバイス レベルで 指定された 値を 上書きします。"
"dcmMultipleStoreAssociations","複数の ストア アソシエーション","複合 オブジェクトの 読み出しに 使用される 格納 アソシエーションの 数。 C-STORE SCP 固有の 番号は 「<AETitle>:」 接頭辞で 指定できます。 例 : 2 または STORESCP:3 。 デバイス レベルで 指定された 値を 補足します。"
"dcmExternalRetrieveAEDestination","外部 読み出し AE 宛先","外部 読み出し AEに 転送された C-MOVE RQの 移動 宛先として 設定された 局所的 C-STORE-SCPの AE タイトル。 デバイス レベルで 指定された 値を 上書きします。"
"dcmCopyMoveUpdatePolicy","コピー 移動 更新 ポリシー","別の 検査からの インスタンスの コピー / 移動に 関する 宛先 検査の 属性の 更新 ポリシーを 指定します。 存在しない 場合、 属性は 更新されません。 デバイス レベルで 指定された 値を 上書きします。"
"dcmLinkMWLEntryUpdatePolicy","MWL エントリを リンク する 更新  ポリシー","既存の 検査を 参照 する MWL エントリを 持つ 別の 検査の インスタンスの リンクに 関する 検査 属性の 更新 ポリシーを 指定します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorageVerificationPolicy","格納 検証 ポリシー","DB_RECORD_EXISTS: DB レコードの 存在のみを 確認 する、 OBJECT_EXISTS: オブジェクトが 格納 ステムに 存在するか どうかを 確認 する、 OBJECT_SIZE: オブジェクトの サイズを 格納 システムで 確認 する、 OBJECT_FETCH: オブジェクトを 格納 ステムから フェッチ する、 OBJECT_CHECKSUM: オブジェクトの チェックサムを 格納 システムで  再計算 する、 S3_MD5SUM: S3 格納 システム上の オブジェクトの MD5 チェックサムを 確認します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorageVerificationUpdateLocationStatus","格納 検証 ロケーション ステータスの 更新","ロケーション DB レコードの ステータスが 格納 検証に 応じて 更新されるか どうかを 示します。 「格納 検証 ポリシー」が  「DB_RECORD_EXISTS」の 場合 無効です。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorageVerificationStorageID","格納 検証 格納 IDs","格納 検証を 正常に 行うには オブジェクトを 1つの 指定した 格納 システムに 格納 する 必要が ある ことを 示します。 「格納 検証 ポリシー」= 「DB_RECORD_EXISTS」 では 無効です。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorageVerificationInitialDelay","格納 検証の 初期 遅延","ISO-8601 期間 PnYnMnD または PnW 形式で シリーズ 受信後の 最初の 格納 検証の 遅延。 デバイス レベルで 指定された 値を 上書きします。"
"dcmUpdateLocationStatusOnRetrieve","読み出し時の ロケーション ステータスの 更新","読み出し時に 格納からの フェッチに 失敗した オブジェクトの ロケーション レコードの ステータスを DBで MISSING_OBJECT または FAILED_TO_FETCH_OBJECTへの 更新 する 必要が あるか どうかを 示します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStorageVerificationOnRetrieve","読み出し時の 格納 検証","読み出し時に 格納から オブジェクトを フェッチできなかった 場合に、 シリーズ 全体の 格納 検証を トリガー するか どうかを 示します。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUSendingApplication","HL7 手順 ステータス 更新 送信 アプリケーション","HL7 手順 ステータス 更新の 送信 アプリケーションの 「アプリケーション | 施設」。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUReceivingApplication","HL7 手順 ステータス 更新 受け取り アプリケーション","HL7 手順 ステータス 更新の 受け取り アプリケーションの 「アプリケーション | 施設」。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUDelay","HL7 手順 ステータス 更新 遅延","ISO-8601 期間 PnDTnHnMnS 形式で遅延の 後、受信した 検査の HL7 手順 ステータス 更新が 構成済みの HL7 受け取り アプリケーションに 送信されます。 存在しない 場合、 HL7 手順 ステータス 更新は 受信した MPPSに よって トリガーされます。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUConditions","HL7 手順 ステータス 更新 属性の 条件","受信した 複合 オブジェクトの 属性の (SendingHostname|SendingApplicationEntityTitle|ReceivingHostname|ReceivingApplicationEntityTitle|{AttributeTagOrKeyword[number]}|{SequenceTagOrKeyword.AttributeTagOrKeyword})[!]={regEx} 形式で 指定した 条件に よって、 手順 ステータス 更新の 通知を 構成された 「HL7 手順 ステータス 更新 受け取り アプリケーション」に 限る。 「|」 シンボルで 区切る ことに より、 特定の 属性に 複数の 値を 指定できます。 例 : SendingApplicationEntityTitle=FORWARD または Modality=MR|CT または ProcedureCodeSequence.CodeValue=MRProcedure または 00180015=KNEE または 00321034.00080100=RequestingServiceCode または ImageType[3]=LOCALIZER。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUForRequestedProcedure","要求された 手順のために HL7 手順 ステータス 更新","存在して 要求された 手順の 予定された 手順 ステップ (DB内の MWL アイテム)と 一致する 検査 インスタンス UIDの 手順 ステータス 更新の 通知を 構成された 「HL7 手順 ステータス 更新 受け取り アプリケーション」に 限る。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSURequestedProcedureID","HL7 手順 ステータス 更新 要求された 手順 ID","要求された 手順の 予定された 手順 ステップ (DB内の MWL アイテム)と 一致する 検査 インスタンス UIDがない 場合の 通知 メッセージに 要求された 手順 IDの 値。 {<attributeID>}は 受信した 検査の 属性の 値に 置き換えられます。 例 : {StudyInstanceUID,hash} 。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUAccessionNumber","HL7 手順 ステータス アクセッション 番号","要求された 手順の 予定された 手順 ステップ (DB内の MWL アイテム)と 一致する 検査 インスタンス UIDがない 場合の 通知 メッセージに アクセッション 番号の 値。 {<attributeID>}は 受信した 検査の 属性の 値に 置き換えられます。 例 : {StudyInstanceUID,hash} 。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUFillerOrderNumber","HL7 手順 ステータス フィラー オーダー 番号","要求された 手順の 予定された 手順 ステップ (DB内の MWL アイテム)と 一致する 検査 インスタンス UIDがない 場合の 通知 メッセージに フィラー オーダー 番号の 値。{<attributeID>}は 受信した 検査の 属性の 値に 置き換えられます。 例 : {StudyInstanceUID,hash} 。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUPlacerOrderNumber","HL7 手順 ステータス プレーサー オーダー 番号","要求された 手順の 予定された 手順 ステップ (DB内の MWL アイテム)と 一致する 検査 インスタンス UIDがない 場合の 通知 メッセージに プレーサー オーダー 番号の 値。{<attributeID>}は 受信した 検査の 属性の 値に 置き換えられます。 例 : {StudyInstanceUID,hash} 。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUMessageType","HL7 手順 ステータス メッセージ タイプ","HL7 手順 ステータス 更新 メッセージの メッセージ タイプ。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUPIDPV1","HL7 手順 ステータス 更新 PID PV1","HL7 手順 ステータス 更新 メッセージに 患者 識別 (PID) と 患者 来院 (PV1) セグメントを 含める ことを 示します。 HL7 手順 ステータス メッセージ タイプ = ORU^R01の 場合、 暗黙的に 設定されます。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUMWL","HL7 手順 ステータス 更新 MWL","DB内の MWL アイテムの ステータスが 、構成された 「HL7 手順 ステータス 更新 遅延」後に 受信した 検査には または 構成された 「HL7 手順 ステータス 更新 タイムアウト」後に 受信した MPPSには 、COMPLETEDに 更新されるか どうかを 指定します。「HL7 手順 ステータス 更新 受け取り アプリケーション」が 構成されて いる 場合は、 暗黙的 に 「真」に 設定されます。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUTimeout","HL7 手順 ステータス 更新 タイムアウト","MPPSで 参照された インスタンスの 受信を 待機 する ための ISO-8601 期間 PnDTnHnMnS 形式で タイムアウト。 存在しない 場合は、 完全性を 永久に 確認して ください。 デバイス レベルで 指定された 値を 上書きします。"
"hl7PSUOnTimeout","タイムアウト時の HL7 手順 ステータス 更新","参照された インスタンスの 受信を 待機 する タイムアウトを 超えた 場合に HL7 手順 ステータス 更新を 送信 するか どうかを 指定します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmRelationalQueryNegotiationLenient","リレーショナル クエリ ネゴシエーション 寛容","リレーショナル クエリの 支持が ネゴシエートされなかった 場合にも、 クエリ レベルより 上の レベルの 一意の キーなしで C-FIND RQを 受け入れる ことを 示します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmRelationalRetrieveNegotiationLenient","リレーショナル 読み出し ネゴシエーション 寛容","リレーショナル クエリの 支持が ネゴシエートされなかった 場合にも、 クエリ レベルより 上の レベルの 一意の キーなしで C-MOVEと C-GET RQを 受け入れる ことを 示します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmRestrictRetrieveSilently","読み出しを サイレントに 制限 する","要求された オブジェクトの セットが、読み出し 宛先の 転送 機能に よると  従って 読み出しを サイレントに (= 転送されて いない オブジェクトを 失敗として カウント せずに) 制限されるか どうかを 示します。 それ 以外、 読み出し先に 転送 機能が 構成されて いないの 場合、 読み出されない 要求された オブジェクトの 数は、 失敗として カウントされます。読み出し先で 少なくとも 1つの 転送 機能と SCPの 役割が 設定されて いる 場合に のみ 有効です。 デバイス レベルで 指定された 値を 上書きします。"
"dcmRejectConflictingPatientAttribute","矛盾 患者 属性を 拒否 する","以前に 受信した オブジェクトの 患者 IDと 一致 する 患者 IDを 持つ オブジェクトの 指定された 患者 属性の 値と 一致 しないの 場合 DICOM オブジェクトを 拒否します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStowRetiredTransferSyntax","STOW リタイア 転送 構文","受信した「JPEG Full Progression」 と 「Non-Hierarchical JPEG」 画像は 対応する (リタイアされた) 転送 構文 UID 1.2.840.10008.1.2.4.55 の DICOM 画像で 保存します。 それ 以外の 場合は、 保存されて いる DICOM 画像の 転送 構文 UIDとして、1.2.840.10008.1.2.4.50 (= JPEG Baseline) または 1.2.840.10008.1.2.4.51 (= JPEG Extended) を 設定します, でも 「JPEG Baseline」 または 「JPEG Extended」 で トランスコード しなくて,  受け取った ままの JPEG 画像を 含むします。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStowExcludeAPPMarkers","STOW アプリケーション マーカーを 除外","STOW-RS Metadata および Bulkdata リクエストで 受信された JPEG 画像の APP マーカーが、 作成された DICOM インスタンスに カプセル化された JPEG ビットストリームから 除外されるか どうかを 示します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmStowQuicktime2MP4","STOW - MP4への Quicktime","STOW-RS メタデータと バルク データ 要求で 受信された QuickTime コンテナーが、 作成された DICOM インスタンスに カプセル化された MP4 コンテナーに 変換されるか どうかを 示します。 変換には、 ffmpegが インストールされており、 ffmpeg CLI ユーティリティーが PATHで 使用 可能で ある 必要が あります。 そうでない 場合、 Quicktime コンテナは、 コンテナ内の ビデオ ストリームの エンコーディングを 反映 する 宣言された DICOM MPEG-4 転送 構文を 使用して、 保存されて いる DICOM オブジェクトに その まま カプセル化されますが、 実際の コンテナ フォーマットとは 矛盾します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmRetrieveTaskWarningOnNoMatch","一致 しない 場合の 読み出し タスク 警告","C-MOVE SCPで 要求された オブジェクトが 見つからなかった 場合に、 読み出し タスクの 結果 ステータスを WARNINGに 設定する 必要が あるか どうかを 示します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmRetrieveTaskWarningOnWarnings","警告で 読み出し タスク 警告","すべての オブジェクトの 読み出しが 成功した 場合でも、 警告 サブオペレーションが ある 場合、 読み出し タスクの 結果 ステータスを WARNINGに 設定する 必要が あるか どうかを 示します。 デバイス レベルで 指定された 値を 上書きします。"
"dcmFallbackCMoveSCPCallingAET","フォールバック C-Move SCP 呼びかけて いる AE タイトル","構成された フォールバック C-MOVE SCPへの A-ASSOCIATE-RQで 使用された 呼びかけて いる AEの タイトル。 存在しない 場合、 外部 C-MOVE SCUの AEタイトルが 使用されます。 デバイス レベルで 指定された 値を 上書きします。"
"dcmExportRule","書き出し 規則","この AEに よって 受信された DICOM オブジェクトに 適用される 書き出し 規則。 デバイス レベルで 指定された 書き出し 規則を 上補足します。"
"dcmExportPriorsRule","事前 エンティティの 書き出し 規則","この AEに よって 受信された DICOM オブジェクトに 適用される 事前 エンティティの 書き出し 規則。 デバイス レベルで 指定された 事前 エンティティの 書き出し 規則を 上補足します。"
"dcmRSForwardRule","RESTful 転送 規則","RESTful 転送 規則。 デバイス レベルで 指定された RESTful 転送 規則を 上補足します。"
"dcmArchiveCompressionRule","圧縮 規則","圧縮 規則。 デバイス レベルで 指定された 圧縮 規則を 上補足します。"
"dcmArchiveAttributeCoercion","属性 強制","受信 / 送信された DIMSEの 属性 強制。 デバイス レベルで 指定された 属性 強制を 上補足します。"
"dcmStudyRetentionPolicy","検査 保持 ポリシー","検査 保持 ポリシー。 デバイス レベルで 指定された 検査 保持 ポリシーを 上補足します。"
"dcmStoreAccessControlIDRule","保存 アクセス 制御 ID 規則","この AEに よって 受信された 検査に 適用される 保存 アクセス 制御 ID 規則。 デバイス レベルで 指定された 保存 アクセス 制御 ID 規則を 上補足します。"
"dcmUPSOnStore","格納に よって 作成された UPS","この AEに よって 受信された DICOM オブジェクトに 適用される 格納に よって 作成された UPS。 デバイス レベルで 指定された 格納に よって 作成された UPSを 上補足します。"
