"property","title","description"
"dcmUPSIncludeStudyInstanceUID","検査 インスタンス UIDを 含める","作成された UPSの 中で 受信した オブジェクトの 検査 インスタンス UIDを（0020,000D) 含めるか どうかを 示します。"
"dcmUPSIncludeReferencedRequest","参照された 要求を 含める","作成された UPSの 中で, 参照 要求 シーケンス (0040,A370) アイテムの 中で, 受信した オブジェクトの 検査 インスタンス UID (0020,000D) と アクセッション 番号 (0008,0050) と 要求 手順 ID (0040,1001) と 要求された サービス (0032,1033) が 含まれるか どうかを 示します。 それ 以外の 場合は、空の 参照 要求 シーケンス（0040、A370）が 含まれます。"
"dcmAccessionNumber","アクセッション 番号","作成された UPSの 中で, 参照 要求 シーケンス (0040,A370) アイテムの 中で  アクセッション 番号 (0008,0050) の 値。 {attributeID}は、受信した データセット 内の その 属性の 値に 置き換えられます。 例 : {AccessionNumber}。"
"dicomIssuerOfAccessionNumber","アクセッション 番号の 発行者","作成された UPSの 中で, 参照 要求 シーケンス (0040,A370) の 中で アクセッション 番号 発行者 シーケンス (0008,0051) アイテムの 中で, ローカル 名前空間 エンティティ ID（0040,0031）、ユニバーサル エンティティ ID（0040,0032）と ユニバーサル エンティティ ID タイプ（0040,0033) の 値。 形式: <Local Namespace Entity ID>['&'<Universal Entity ID>'&'<Universal Entity ID Type>]"
"dcmRequestedProcedureID","要求 手順 ID","作成された UPSの 中で, 参照  要求 シーケンス（0040、A370）の アイテムの中で, 要求 手順 ID（0040,1001）の 値。 {attributeID}は、受信した データセット 内の その 属性の 値に 置き換えられます。 例 : {StudyID}。"
"dcmRequestedProcedureDescription","要求された 手順の 説明","作成された UPSの 中で, 参照  要求 シーケンス（0040、A370）の アイテムの中で, 要求 手順の 説明（0032,1060）の 値。 {attributeID}は、受信した データセット 内の その 属性の 値に 置き換えられます。 例 : {StudyDescription}。"
"dcmRequestingPhysician","要求 医師","作成された UPSの 中で, 参照  要求 シーケンス（0040、A370）の アイテムの中で, 要求 医師の（0032,1032）の 値。 {attributeID}は、受信した データセット 内の その 属性の 値に 置き換えられます。 例 : {PerformingPhysicianName}。"
"dcmRequestingService","要求された サービス","作成された UPSの 中で 参照された 要求 シーケンスの（0040、A370）アイテムの 要求 サービスの（0032,1033）値。 {attributeID}は、受信した データセット 内の その 属性の 値に 置き換えられます。 例 : {StudyDescription}。"
"dcmURI","XSL スタイルシート URI","作成した UPSに 追加の 属性を 含めるために 受信した HL7 メッセージを トランスコード する XSL スタイルシートの URIを 指定します。"
"dcmNoKeywords","属性 キーワード なし","XSLTに 渡される DICOM XMLで 属性 キーワードが 省略されるか どうかを 示します。"
