"property","title","description"
"dcmUPSScheduledStationLocationCode","Codice di posizione geografica della stazione pianificata","Elemento della sequenza del codice di posizione geografica della stazione pianificata (0040,4027) nell'UPS creato in formato (CV, CSD, ""CM"")."
"dcmUPSScheduledHumanPerformerCode","Codice pianificato di esecuzione umana ","Elemento della sequenza del codice degli esecutori umani (0040,4009) nell'elemento della sequenza degli esecutori umani pianificati (0040,4034) nell'UPS creato in formato (CV, CSD, ""CM"")."
"dcmUPSScheduledHumanPerformerName","Nome dell'attore umano pianificato","Valore del nome del performer umano (0040,4037) nell'elemento della sequenza pianificata di interpreti umani (0040,4034) nell'UPS creato. {attributeID} verrà sostituito dal valore di tale attributo nel set di dati UPS precedente."
"dcmUPSScheduledHumanPerformerOrganization","Organizzazione pianificata di interpreti umani","Valore dell'organizzazione dell'esecutore umano (0040,4036) nell'elemento della sequenza degli interpreti umani pianificata (0040,4034) nell'UPS creato. {attributeID} verrà sostituito dal valore di tale attributo nel set di dati UPS precedente."
"dcmAdmissionID","Numero di ammissione","Valore dell'ID di ammissione (0038,0010) nell'UPS creato. {attributeID} verrà sostituito dal valore di tale attributo nel set di dati UPS precedente."
"dicomIssuerOfAdmissionID","Emittente dell'ID di ammissione","Valore dell'ID entità spazio dei nomi locale (0040,0031), ID entità universale (0040,0032) e tipo ID entità universale (0040,0033) dell'articolo della sequenza ID emittente di ammissione (0038,0014) nell'UPS creato. Formato: <Local Namespace Entity ID>['&'<Universal Entity ID>'&'<Universal Entity ID Type>]"
"dcmUPSIncludeStudyInstanceUID","Includi l'UID dell'istanza di studio","Indica se l'UID dell'istanza di studio (0020,000D) dell'oggetto UPS precedente deve essere incluso nell'UPS creato"
"dcmUPSIncludeReferencedRequest","Includi richiesta referenziata","Indica se l'UID dell'istanza di studio (0020,000D) dell'oggetto UPS precedente e il numero di accesso specificato (0008,0050), l'ID procedura richiesta (0040,1001) e il servizio richiedente (0032,1033) devono essere inclusi nella voce di la Sequenza di richiesta referenziata (0040, A370) nell'UPS creato. In caso contrario, viene inclusa una sequenza di richiesta referenziata vuota (0040, A370)."
"dcmAccessionNumber","Numero di Accesso","Valore del numero di accesso (0008,0050) nell'elemento della sequenza di richiesta referenziata (0040, A370) nell'UPS creato. {attributeID} verrà sostituito dal valore di tale attributo nel set di dati UPS precedente."
"dicomIssuerOfAccessionNumber","Emittente del numero di accesso","Valore dell'ID entità spazio dei nomi locale (0040,0031), ID entità universale (0040,0032) e tipo ID entità universale (0040,0033) nell'elemento della sequenza del numero di Accesso dell'emittente (0008,0051) nell'elemento della sequenza della richiesta di riferimento ( 0040, A370) nell'UPS creato. Formato: <Local Namespace Entity ID>['&'<Universal Entity ID>'&'<Universal Entity ID Type>]"
"dcmRequestedProcedureID","ID procedura richiesta","Valore del numero di accesso (0008,0050) nell'elemento della sequenza di richiesta referenziata (0040, A370) nell'UPS creato. {attributeID} verrà sostituito dal valore di tale attributo nel set di dati UPS precedente."
"dcmRequestedProcedureDescription","Descrizione della procedura richiesta","Valore della descrizione della procedura richiesta (0032,1060) nell'elemento della sequenza di richiesta referenziata (0040, A370) nell'UPS creato. {attributeID} verrà sostituito dal valore di tale attributo nel set di dati UPS precedente."
"dcmRequestingPhysician","Medico richiedente","Valore del medico richiedente (0032,1032) nell'elemento della sequenza di richiesta referenziata (0040, A370) nell'UPS creato. {attributeID} verrà sostituito dal valore di tale attributo nel set di dati UPS precedente."
"dcmRequestingService","Servizio richiedente","Valore del servizio richiedente (0032,1033) nell'elemento della sequenza di richiesta referenziata (0040, A370) nell'UPS creato. {attributeID} verrà sostituito dal valore di tale attributo nel set di dati UPS precedente."
"dcmURI","URI del foglio di stile XSL","Specifica l'URI del foglio di stile XSL per includere attributi aggiuntivi nell'UPS creato."
"dcmNoKeywords","Nessuna parola chiave attributo","Indica se le parole chiave degli attributi devono essere omesse nel DICOM XML passato a XSLT."
